App,Category,Installs_category,Rating,Mean_App_Sentiment,Reviews,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
eP Scanner,EVENTS,Low,,,0,20.0,Free,0.0,Everyone,Events,2017-10-13,4.4 and up
"sugar, sugar",FAMILY,Moderate,,,1405,9.5,Paid,1.2,Everyone,Puzzle,2018-06-05,2.3 and up
PES 2018 PRO EVOLUTION SOCCER,SPORTS,Very High,,,1721943,26.0,Free,0.0,Everyone,Sports,2018-06-27,5.0 and up
Voice Lock Screen,LIFESTYLE,High,,,6667,2.7,Free,0.0,Everyone,Lifestyle,2018-04-02,4.0 and up
Chemin (fr),BOOKS_AND_REFERENCE,Low,,,44,0.6,Free,0.0,Everyone,Books & Reference,2014-03-23,2.2 and up
E.G. Chess,GAME,Low,,,56,23.0,Paid,0.99,Everyone,Board,2014-12-06,2.3 and up
DS cloud,TOOLS,High,,,4908,38.0,Free,0.0,Everyone,Tools,2018-05-23,4.0 and up
"Meditation Music - Relax, Yoga",HEALTH_AND_FITNESS,High,,,48226,28.0,Free,0.0,Everyone,Health & Fitness,2018-03-05,4.0.3 and up
BS player remote,VIDEO_PLAYERS,Moderate,,,54,0.18,Free,0.0,Everyone,Video Players & Editors,2013-04-22,2.2 and up
Open Sesame - Touch Free Control,MEDICAL,Moderate,,,197,20.0,Free,0.0,Everyone,Medical,2018-08-02,7.0 and up
El Laberinto del Demonio 3D,FAMILY,High,,,20421,31.0,Free,0.0,Teen,Puzzle,2015-08-20,2.3 and up
Do Not Crash,FAMILY,High,,,56664,8.3,Free,0.0,Everyone,Casual,2015-02-05,2.3 and up
FG. Chic - House Lounge Musique - Radios de France,FAMILY,Low,,,1,6.5,Free,0.0,Everyone,Entertainment,2018-06-09,4.2 and up
BC Hockey,SPORTS,Low,,,20,8.9,Free,0.0,Everyone,Sports,2017-12-08,4.4 and up
AK-47 3D,GAME,Moderate,,,91,24.0,Free,0.0,Everyone,Action,2016-12-25,2.3 and up
FE EN ACCIÓN RADIO,FAMILY,Very low,,,1,2.9,Free,0.0,Everyone,Entertainment,2018-07-05,5.0 and up
DP Editor,PHOTOGRAPHY,Moderate,,,18,15.0,Free,0.0,Teen,Photography,2018-08-04,4.1 and up
Flowers Live Wallpaper,PERSONALIZATION,Very High,2.224561065197429,0.17456106519742884,118459,3.3,Free,0.0,Everyone,Personalization,2017-10-27,4.1 and up
AV HD Video Player,FAMILY,Low,,,6,23.0,Free,0.0,Everyone,Entertainment,2018-01-19,4.4 and up
Gayvox - Gay Lesbian Bi Dating,SOCIAL,High,,,3640,9.1,Free,0.0,Mature 17+,Social,2016-06-13,2.3 and up
Design Home,FAMILY,Very High,,,539931,69.0,Free,0.0,Everyone,Simulation,2018-08-06,4.2 and up
TouchPal Keyboard for vivo,TOOLS,High,,,357,58.0,Free,0.0,Everyone,Tools,2018-05-30,4.0.3 and up
Davis's Drug Guide for Nurses,MEDICAL,More than moderate,2.4296296296296296,0.17962962962962964,572,44.0,Free,0.0,Everyone,Medical,2018-07-13,4.4 and up
Dirt Trackin Sprint Cars,GAME,Moderate,,,499,47.0,Paid,3.99,Everyone,Racing,2018-05-10,5.0 and up
Ring,COMMUNICATION,Moderate,,,517,35.0,Free,0.0,Everyone,Communication,2018-08-06,4.4 and up
Glam - Premium Dating App,DATING,High,,,23170,9.0,Free,0.0,Mature 17+,Dating,2018-07-25,4.1 and up
Аim Training for CS,GAME,More than moderate,,,2328,12.0,Free,0.0,Everyone,Action,2014-10-25,2.3 and up
Love Collage - Photo Editor,PHOTOGRAPHY,Very High,,,251686,31.0,Free,0.0,Everyone,Photography,2017-07-28,4.1 and up
FJ Toolkit,TOOLS,Low,,,1,2.5,Paid,1.49,Everyone,Tools,2015-12-21,4.0 and up
Antenna Tool,TOOLS,More than moderate,,,522,2.9,Free,0.0,Everyone,Tools,2017-10-26,4.0.3 and up
Sky Streaker - Gumball,GAME,Very High,,,37513,31.0,Free,0.0,Everyone,Arcade,2015-12-07,2.3 and up
U-Dictionary: Best English Learning Dictionary,FAMILY,Very High,,,166886,21.0,Free,0.0,Everyone 10+,Education,2018-07-29,4.0.3 and up
Free Wi-fi HotspoT,COMMUNICATION,More than moderate,,,382,2.3,Free,0.0,Everyone,Communication,2018-07-20,4.0 and up
Free Blood Pressure,MEDICAL,Moderate,,,7,5.7,Free,0.0,Everyone,Medical,2016-10-13,4.0.3 and up
Zynga Poker – Texas Holdem,GAME,Top Notch,,,1986068,52.0,Free,0.0,Teen,Casino,2018-07-25,4.1 and up
Jagobd - Bangla TV(Official),FAMILY,High,,,39109,4.0,Free,0.0,Everyone,Entertainment,2017-12-20,4.0 and up
Heart Surgery Doctor - ER Emergency Game,FAMILY,High,,,2510,48.0,Free,0.0,Everyone 10+,Educational,2018-07-19,4.1 and up
Roll Call News,NEWS_AND_MAGAZINES,Moderate,,,24,10.0,Free,0.0,Everyone,News & Magazines,2015-12-24,4.1 and up
HTC Sense Input - BG,TOOLS,Moderate,,,218,4.1,Free,0.0,Everyone,Tools,2015-11-09,5.0 and up
FC Red Bull Salzburg App,SPORTS,More than moderate,,,1526,89.0,Free,0.0,Everyone,Sports,2018-08-07,5.0 and up
TurboScan: scan documents and receipts in PDF,BUSINESS,More than moderate,,,11442,6.8,Paid,4.99,Everyone,Business,2018-03-25,4.0 and up
FINAL FANTASY BRAVE EXVIUS,GAME,Very High,2.4275406757431575,0.12754067574315772,745684,83.0,Free,0.0,Teen,Role Playing,2018-07-17,4.0.3 and up
The Secret Daily Teachings,LIFESTYLE,Low,,,206,32.0,Paid,4.99,Everyone,Lifestyle,2018-02-11,4.0.3 and up
"Just a Line - Draw Anywhere, with AR",FAMILY,More than moderate,,,1152,2.7,Free,0.0,Everyone,Entertainment,2018-05-30,7.0 and up
EO Bijbel Open,LIFESTYLE,Moderate,,,102,41.0,Free,0.0,Everyone,Lifestyle,2016-11-24,4.0.3 and up
EG | Explore Folegandros,TRAVEL_AND_LOCAL,no,,,0,56.0,Paid,3.99,Everyone,Travel & Local,2017-01-22,4.1 and up
Rate Guide Bill Letter,LIFESTYLE,Very High,,,17368,14.0,Free,0.0,Everyone,Lifestyle,2018-06-27,4.0 and up
DRAGON QUEST VI,FAMILY,More than moderate,,,3358,17.0,Paid,14.99,Everyone,Role Playing,2018-08-01,2.3 and up
B&H Photo Video Pro Audio,SHOPPING,High,,,17180,31.0,Free,0.0,Everyone,Shopping,2018-08-03,4.4 and up
Moot Peru 2018,EVENTS,Low,,,13,27.0,Free,0.0,Everyone,Events,2018-06-28,3.0 and up
Soccer Star 2018 Top Leagues · MLS Soccer Games,SPORTS,Very High,,,652940,90.0,Free,0.0,Teen,Sports,2018-07-05,4.1 and up
Garden Coloring Book,ART_AND_DESIGN,High,2.3852343513396757,0.18523435133967542,13791,33.0,Free,0.0,Everyone,Art & Design,2017-09-20,3.0 and up
Mandala Coloring Book,ART_AND_DESIGN,More than moderate,,,4326,21.0,Free,0.0,Everyone,Art & Design,2018-06-26,4.4 and up
Car Racing game for Kids - Beepzz Dogs 🐕,FAMILY,More than moderate,,,131,48.0,Free,0.0,Everyone,Racing;Action & Adventure,2018-06-13,4.2 and up
B-BLE(BLE4.0 Scan),TOOLS,Moderate,,,159,7.5,Free,0.0,Everyone,Tools,2018-04-20,5.0 and up
Dr.Slender Ep 1 Guide (Eng),GAME,Moderate,,,454,27.0,Free,0.0,Teen,Arcade,2014-12-02,2.3 and up
Wi-Fi settings shortcut,TOOLS,More than moderate,,,479,0.03,Free,0.0,Everyone,Tools,2013-12-13,1.6 and up
Rage Z: Multiplayer Zombie FPS Online Shooter,GAME,High,,,11258,44.0,Free,0.0,Mature 17+,Action,2016-12-08,4.2 and up
HON. B.J. ACS COLLEGE ALE,FAMILY,Low,,,3,1.8,Free,0.0,Mature 17+,Education,2016-12-26,4.3 and up
AO/OTA Fracture Classification,MEDICAL,Moderate,,,25,46.0,Free,0.0,Everyone,Medical,2018-04-17,5.0 and up
Axxess AX-DSP,TOOLS,Moderate,,,17,7.4,Free,0.0,Everyone,Tools,2018-06-04,4.4 and up
AT&T Smart Wi-Fi,TOOLS,Very High,2.0934376151626153,0.14343761516261516,18513,6.1,Free,0.0,Everyone,Tools,2018-04-26,4.1 and up
FB Photographie,PHOTOGRAPHY,Low,,,37,10.0,Free,0.0,Everyone,Photography,2016-05-22,4.0 and up
BZ Dealer,PRODUCTIVITY,Low,,,5,4.6,Free,0.0,Everyone,Productivity,2017-10-31,4.0.3 and up
ABG Master,MEDICAL,Low,,,2,1.8,Paid,0.99,Everyone,Medical,2018-08-04,4.1 and up
LactMed,MEDICAL,More than moderate,,,573,2.0,Free,0.0,Everyone,Medical,2017-06-01,3.0 and up
Learners Test Free: AU Driver Knowledge Test (DKT),FAMILY,More than moderate,,,623,8.5,Free,0.0,Everyone,Education,2018-03-26,4.1 and up
Larry H Miller Automotive,PRODUCTIVITY,Moderate,,,67,8.3,Free,0.0,Everyone,Productivity,2018-07-18,4.0.3 and up
ZipRealty Real Estate & Homes,LIFESTYLE,More than moderate,,,3937,15.0,Free,0.0,Everyone,Lifestyle,2018-07-27,4.4 and up
Benefit Extras Mobile App,HEALTH_AND_FITNESS,Low,,,3,2.4,Free,0.0,Everyone,Health & Fitness,2018-07-18,5.0 and up
Pureness Pacify (Android P) - Theme for Xperia™,PERSONALIZATION,Very low,,,0,3.6,Paid,1.49,Everyone,Personalization,2018-07-23,6.0 and up
Wanelo Shopping,SHOPPING,High,,,94205,6.5,Free,0.0,Everyone,Shopping,2018-06-13,4.4 and up
Stickman Warriors Heroes 2,GAME,High,,,13714,41.0,Free,0.0,Everyone 10+,Action,2017-04-15,4.0.3 and up
Clumsy Santa ER Surgery,FAMILY,More than moderate,,,214,46.0,Free,0.0,Teen,Casual,2016-12-22,4.0.3 and up
Devise Dz,FINANCE,Low,,,26,3.6,Free,0.0,Everyone,Finance,2017-05-29,4.0 and up
British Airways,TRAVEL_AND_LOCAL,High,2.2413628117913835,0.14136281179138324,25740,51.0,Free,0.0,Everyone,Travel & Local,2018-07-24,4.4 and up
Learn Java,EDUCATION,High,,,52743,5.4,Free,0.0,Everyone,Education,2017-12-25,4.0 and up
Animal Planet GO,ENTERTAINMENT,More than moderate,2.272818783068783,0.17281878306878307,2442,9.6,Free,0.0,Teen,Entertainment,2018-07-24,4.1 and up
Dolphins Live Wallpaper,PERSONALIZATION,High,,,25807,5.5,Free,0.0,Everyone,Personalization,2017-10-29,4.1 and up
DW Amharic by AudioNow Digital,NEWS_AND_MAGAZINES,Moderate,,,322,31.0,Free,0.0,Everyone,News & Magazines,2018-06-26,4.1 and up
Find Lover,DATING,Low,,,21,4.7,Free,0.0,Mature 17+,Dating,2018-07-27,4.0.3 and up
HD Themes Toyota Cruiser 80,PERSONALIZATION,Low,,,2,13.0,Free,0.0,Teen,Personalization,2016-10-03,2.3.3 and up
VitusVet: Pet Health Care App,MEDICAL,More than moderate,,,3052,12.0,Free,0.0,Everyone,Medical,2018-07-31,4.1 and up
Total AV,PRODUCTIVITY,More than moderate,,,617,46.0,Free,0.0,Everyone,Productivity,2018-04-17,4.1 and up
Hangouts Dialer - Call Phones,COMMUNICATION,Very High,,,122512,0.08,Free,0.0,Everyone,Communication,2015-09-02,4.0.3 and up
LOBSTR - go on a lunch date,DATING,Moderate,,,101,15.0,Free,0.0,Mature 17+,Dating,2018-07-24,4.1 and up
CS Browser Beta,COMMUNICATION,Moderate,,,125,53.0,Free,0.0,Everyone,Communication,2017-10-16,4.1 and up
League of Gamers - Be an E-Sports Legend!,SPORTS,Very High,,,68072,40.0,Free,0.0,Everyone,Sports,2018-07-26,4.1 and up
Arena of Valor: 5v5 Arena Game,GAME,Very High,,,438911,99.0,Free,0.0,Teen,Action,2018-06-28,4.0.3 and up
EU Mobile Money,FINANCE,More than moderate,,,460,6.1,Free,0.0,Everyone,Finance,2018-07-16,4.0 and up
Backgrounds (HD Wallpapers),PERSONALIZATION,Very High,2.5491436968895305,0.1991436968895302,202474,3.0,Free,0.0,Teen,Personalization,2017-08-09,4.0 and up
Monster Truck Stunt 3D 2019,AUTO_AND_VEHICLES,More than moderate,,,367,25.0,Free,0.0,Everyone,Auto & Vehicles,2018-05-10,4.0.3 and up
Clash of Clans,GAME,Top Notch,2.417817957377819,0.11781795737781937,44893888,98.0,Free,0.0,Everyone 10+,Strategy,2018-07-15,4.1 and up
E W Bookkeeping & Accountancy,FINANCE,Low,,,1,29.0,Free,0.0,Everyone,Finance,2018-04-23,4.1 and up
My College Bookstore,SHOPPING,More than moderate,,,661,7.6,Free,0.0,Everyone,Shopping,2018-03-19,4.1 and up
iScore5 AP Psych,FAMILY,Low,,,10,73.0,Paid,4.99,Everyone,Educational,2017-04-25,4.0.3 and up
RadarNow!,WEATHER,Very High,,,54090,4.0,Free,0.0,Everyone,Weather,2018-02-28,4.0 and up
FC Parking,MAPS_AND_NAVIGATION,Low,,,0,19.0,Free,0.0,Everyone,Maps & Navigation,2017-12-01,4.1 and up
BMX Boy,GAME,Top Notch,,,839206,12.0,Free,0.0,Everyone,Racing,2017-09-20,4.1 and up
Afterlight,PHOTOGRAPHY,High,,,50893,35.0,Free,0.0,Everyone,Photography,2014-11-20,4.0.3 and up
Cat Sim Online: Play with Cats,FAMILY,Very High,2.459306224591381,0.15930622459138083,137198,81.0,Free,0.0,Everyone 10+,Simulation,2018-04-22,4.0 and up
Draw In,GAME,Very High,2.17625,0.07625000000000003,46416,73.0,Free,0.0,Everyone,Arcade,2018-07-23,4.1 and up
Convert degree Celsius to Fahrenheit or °F to °C,TOOLS,Moderate,,,51,2.1,Free,0.0,Everyone,Tools,2018-05-21,4.0 and up
iFORA BM,MEDICAL,Low,,,3,10.0,Free,0.0,Everyone,Medical,2018-04-09,4.3 and up
Camping and Co - Camping in Europe,TRAVEL_AND_LOCAL,Low,,,19,6.5,Free,0.0,Everyone,Travel & Local,2018-04-17,4.1 and up
Word Search multilingual,GAME,High,,,32849,1.5,Free,0.0,Everyone,Word,2015-09-30,2.3 and up
OnePlus Icon Pack - Square,PERSONALIZATION,High,,,229,1.1,Free,0.0,Everyone,Personalization,2018-05-23,5.0 and up
Cover Camera for FB,PHOTOGRAPHY,More than moderate,,,742,1.8,Free,0.0,Everyone,Photography,2014-03-09,2.2 and up
"AG Contacts, Lite edition",COMMUNICATION,Moderate,,,185,3.7,Free,0.0,Everyone,Communication,2018-05-18,4.0.3 and up
Single Parent Meet #1 Dating,DATING,High,,,2593,5.0,Free,0.0,Mature 17+,Dating,2018-07-25,4.4 and up
Offroad Car H,FAMILY,More than moderate,,,1960,87.0,Free,0.0,Everyone,Simulation,2017-10-06,2.3 and up
Navigator PRO - GPS Navigation with Offline Maps,TRAVEL_AND_LOCAL,More than moderate,,,892,70.0,Paid,2.49,Everyone,Travel & Local,2018-08-01,4.0 and up
SurfEasy Secure Android VPN,TOOLS,Very High,,,273283,22.0,Free,0.0,Everyone,Tools,2018-07-11,4.0.3 and up
hellofood - Food Delivery,FOOD_AND_DRINK,High,,,43614,25.0,Free,0.0,Everyone,Food & Drink,2016-10-12,4.0.3 and up
AT&T Mobile Transfer,PRODUCTIVITY,Very High,,,22775,26.0,Free,0.0,Everyone,Productivity,2018-07-31,4.4 and up
CF Talenti,HEALTH_AND_FITNESS,Low,,,4,7.8,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.1 and up
Rewards,FINANCE,Moderate,,,57,4.0,Free,0.0,Everyone,Finance,2017-12-15,2.3 and up
EY Forensics,FINANCE,Low,,,7,3.4,Free,0.0,Everyone,Finance,2016-06-17,4.0.3 and up
Voice Tables - no internet,PARENTING,More than moderate,,,970,71.0,Free,0.0,Everyone,Parenting,2018-05-28,4.0.3 and up
Burrito Bash – We Bare Bears,FAMILY,High,,,10776,21.0,Free,0.0,Everyone,Arcade;Action & Adventure,2017-10-26,4.1 and up
Camera ZOOM FX - FREE,PHOTOGRAPHY,Very High,,,88860,6.1,Free,0.0,Everyone,Photography,2017-04-06,2.3 and up
bp e-store,BOOKS_AND_REFERENCE,Low,,,52,2.2,Free,0.0,Everyone,Books & Reference,2016-01-15,4.0 and up
Learn SAP BW,BOOKS_AND_REFERENCE,Low,,,2,20.0,Free,0.0,Everyone,Books & Reference,2018-02-13,4.0 and up
ClearCareGo Caregiver,MEDICAL,More than moderate,,,1746,16.0,Free,0.0,Everyone,Medical,2018-07-25,4.1 and up
Truck Simulator DT 3D,FAMILY,Moderate,,,110,22.0,Free,0.0,Everyone,Simulation,2017-04-23,2.3 and up
Aw Restaurant,FAMILY,Low,,,4,43.0,Free,0.0,Everyone,Casual,2018-02-06,4.0 and up
Lab Values + Medical Reference,MEDICAL,Moderate,,,133,2.8,Paid,2.99,Everyone,Medical,2014-08-02,2.3 and up
ec.tv,LIFESTYLE,Low,,,0,8.6,Free,0.0,Everyone,Lifestyle,2016-11-11,4.1 and up
Maps CU,FINANCE,Moderate,,,256,28.0,Free,0.0,Everyone,Finance,2017-11-02,4.0.3 and up
IHOP®,FOOD_AND_DRINK,More than moderate,,,441,24.0,Free,0.0,Everyone,Food & Drink,2018-04-03,4.1 and up
Cl-app!,SPORTS,Moderate,,,41,0.34,Free,0.0,Everyone,Sports,2013-05-02,2.0 and up
哈哈姆特不EY,COMMUNICATION,Moderate,,,239,18.0,Free,0.0,Everyone,Communication,2018-07-31,4.4 and up
Rolling G Sky,GAME,More than moderate,,,2065,25.0,Free,0.0,Everyone,Adventure,2017-01-25,2.3.3 and up
FK Radnicki Nis,SPORTS,Low,,,1,26.0,Free,0.0,Everyone,Sports,2018-02-19,4.1 and up
CG Yojna & Jansampark,FAMILY,Moderate,,,54,4.1,Free,0.0,Teen,Education,2017-09-12,2.3 and up
Zenith Bank Mobile App,FINANCE,High,,,7215,18.0,Free,0.0,Everyone,Finance,2018-07-23,4.0 and up
DS-L4 Viewer,PHOTOGRAPHY,Low,,,13,7.9,Free,0.0,Everyone,Photography,2018-01-29,5.0 and up
BlueJeans for Android,BUSINESS,High,,,1058,23.0,Free,0.0,Everyone,Business,2018-06-29,5.0 and up
Infinite Painter,ART_AND_DESIGN,High,,,36815,29.0,Free,0.0,Everyone,Art & Design,2018-06-14,4.2 and up
Thomas & Friends: Go Go Thomas,FAMILY,Very High,,,175625,16.0,Free,0.0,Everyone,Racing;Action & Adventure,2017-11-22,4.1 and up
BM SPM Practice,FAMILY,Low,,,6,9.2,Free,0.0,Everyone,Education,2018-01-24,4.1 and up
Gangster Town,GAME,Very High,,,74842,99.0,Free,0.0,Teen,Action,2016-12-22,2.3 and up
Bu Hangi Firma?,FAMILY,Low,,,8,26.0,Free,0.0,Everyone,Trivia;Education,2017-12-10,4.0.3 and up
N Launcher: Nougat Theme,PERSONALIZATION,Moderate,,,128,7.7,Free,0.0,Everyone,Personalization,2017-06-13,4.1 and up
Peggle Blast,GAME,Very High,,,166251,19.0,Free,0.0,Everyone,Card,2017-12-11,4.0.3 and up
Fists For Fighting (Fx3),SPORTS,Very High,,,138739,44.0,Free,0.0,Teen,Sports,2018-07-07,4.1 and up
FlirtChat - ♥Free Dating/Flirting App♥,DATING,High,2.3784369202226343,0.2284369202226345,2433,13.0,Free,0.0,Mature 17+,Dating,2018-07-26,4.1 and up
Konferencija.eu,BUSINESS,Very low,,,3,1.6,Free,0.0,Everyone,Business,2017-03-21,4.0 and up
I am extremely Rich,LIFESTYLE,Low,,,41,2.9,Paid,379.99,Everyone,Lifestyle,2018-07-01,4.0 and up
My Diet Diary Calorie Counter,HEALTH_AND_FITNESS,High,,,18539,57.0,Free,0.0,Everyone,Health & Fitness,2018-07-30,4.0.3 and up
Disney Magic Timer by Oral-B,FAMILY,High,,,31061,83.0,Free,0.0,Everyone,Health & Fitness;Action & Adventure,2018-06-16,4.2 and up
Hemnet,HOUSE_AND_HOME,High,,,4087,9.2,Free,0.0,Everyone,House & Home,2018-07-16,4.1 and up
I LOVE PASTA,FAMILY,High,,,83875,43.0,Free,0.0,Everyone,Simulation,2017-09-08,2.3.3 and up
New CL 2ne1 Wallpaper KPOP live,PERSONALIZATION,Very low,,,0,3.4,Free,0.0,Everyone,Personalization,2018-08-01,4.0 and up
Can I pack that? - DG App,TRAVEL_AND_LOCAL,Moderate,,,58,22.0,Free,0.0,Everyone,Travel & Local,2016-10-28,4.0.3 and up
Breastfeeding Tracker Baby Log,MEDICAL,Low,,,6,23.0,Free,0.0,Everyone,Medical,2018-07-20,5.0 and up
DU Security,TOOLS,More than moderate,,,4847,3.2,Free,0.0,Everyone,Tools,2016-06-29,4.0 and up
Sword Art Online: Integral Factor,FAMILY,High,,,45359,32.0,Free,0.0,Everyone 10+,Role Playing,2018-07-26,4.4 and up
RULES OF SURVIVAL,GAME,Very High,,,1343866,56.0,Free,0.0,Teen,Action,2018-08-01,4.0 and up
Tennis News and Scores,SPORTS,Moderate,,,101,3.9,Free,0.0,Everyone,Sports,2018-07-15,4.1 and up
"100000+ Messages - DP, Status, Jokes & GIF 2018",LIFESTYLE,Moderate,,,121,3.8,Free,0.0,Mature 17+,Lifestyle,2017-12-29,4.0.3 and up
Five Nights at Freddy's 3,GAME,More than moderate,,,27856,50.0,Paid,2.99,Teen,Action,2015-04-02,2.3 and up
Etta Homes,LIFESTYLE,More than moderate,2.302542735042735,0.20254273504273507,220,15.0,Free,0.0,Everyone,Lifestyle,2018-07-26,5.0 and up
Asiimov Skin - CS GO Icon Pack,PERSONALIZATION,Low,,,26,8.5,Paid,2.49,Everyone,Personalization,2017-12-03,4.0.3 and up
Carros Rebaixados BR,GAME,High,,,20691,89.0,Free,0.0,Everyone,Racing,2018-07-31,4.4 and up
KISW 99.9 FM SEATTLE,FAMILY,More than moderate,,,1469,5.2,Free,0.0,Everyone,Entertainment,2018-01-29,2.3.3 and up
BH Cosmetics,BEAUTY,Low,,,2,3.6,Free,0.0,Everyone,Beauty,2018-05-29,4.0 and up
Launcher Theme for LG K10 2018,PERSONALIZATION,More than moderate,,,649,11.0,Free,0.0,Everyone,Personalization,2017-03-30,2.3.3 and up
EU Mobile Money Partenaire Commercial,FINANCE,Moderate,,,70,3.9,Free,0.0,Everyone,Finance,2018-05-14,4.0.3 and up
FK Čukarički,SPORTS,Very low,,,0,26.0,Free,0.0,Everyone,Sports,2018-02-19,4.1 and up
R Programming Language (Paperset 2) MCQ Quiz,FAMILY,Very low,,,0,3.4,Free,0.0,Everyone,Education,2018-03-19,4.0.3 and up
4K Ultra Camera,PHOTOGRAPHY,More than moderate,,,382,2.9,Free,0.0,Everyone,Photography,2018-07-30,2.2 and up
Bubble Shooter Genies,GAME,Very High,2.3703430735930735,0.12034307359307361,26985,41.0,Free,0.0,Everyone,Casual,2018-06-04,4.0.3 and up
Shadowverse CCG,GAME,High,,,47340,61.0,Free,0.0,Teen,Card,2018-07-30,4.1 and up
Taha Al Junaid Quran Mp3,LIFESTYLE,More than moderate,,,518,4.2,Free,0.0,Everyone,Lifestyle,2017-03-25,2.3.3 and up
Co Checker,TOOLS,Low,,,12,2.0,Free,0.0,Everyone,Tools,2017-10-20,4.3 and up
Samsung TV AV Guide 2016,TOOLS,Moderate,,,27,3.4,Free,0.0,Everyone,Tools,2016-05-17,4.0.3 and up
Johor DT Lock Screen,PERSONALIZATION,Low,,,13,3.9,Free,0.0,Everyone,Personalization,2018-01-17,4.0.3 and up
Software Update,TOOLS,High,,,8259,3.5,Free,0.0,Everyone,Tools,2018-07-18,4.0 and up
Hidden Camera Detector,TOOLS,Moderate,,,167,2.5,Free,0.0,Everyone,Tools,2017-11-08,4.0.3 and up
Cisco Webex Meetings,BUSINESS,Very High,2.3235500780084117,0.12355007800841135,108741,28.0,Free,0.0,Everyone,Business,2018-07-20,4.3 and up
Entel,LIFESTYLE,High,1.6718358817108818,0.07183588171088172,16168,55.0,Free,0.0,Everyone,Lifestyle,2018-07-26,4.0.3 and up
FD Community FCU Mobile,FINANCE,Low,,,175,12.0,Free,0.0,Everyone,Finance,2018-06-12,5.0 and up
Majestic Cinema CI,BUSINESS,Moderate,,,45,15.0,Free,0.0,Everyone,Business,2017-11-23,4.0 and up
Wifi BT Scanner,FAMILY,Low,,,2,1.2,Free,0.0,Everyone,Education,2016-11-03,4.0.3 and up
FP NFC Rewrite,TOOLS,Low,,,17,0.07,Free,0.0,Everyone,Tools,2016-01-29,4.0 and up
3D Metal Piano Keys Keyboard Theme,FOOD_AND_DRINK,More than moderate,,,467,7.3,Free,0.0,Everyone,Food & Drink,2018-07-01,4.0.3 and up
Runner 3d like,GAME,More than moderate,,,559,32.0,Free,0.0,Everyone 10+,Action,2018-08-03,4.0 and up
The Maze Runner,GAME,Very High,,,428268,22.0,Free,0.0,Everyone,Action,2015-09-14,2.3 and up
Cartoon Wars: Blade,GAME,Very High,,,165656,38.0,Free,0.0,Teen,Arcade,2018-02-07,2.3 and up
Multiple Videos at Same Time,VIDEO_PLAYERS,High,,,4706,1.5,Free,0.0,Everyone,Video Players & Editors,2018-06-19,4.4 and up
Florida 511,TOOLS,More than moderate,,,148,9.2,Free,0.0,Everyone,Tools,2017-08-14,4.0.3 and up
Asana: organize team projects,BUSINESS,High,2.3237470869778494,0.17374708697784966,20815,10.0,Free,0.0,Everyone,Business,2018-07-26,5.0 and up
EC Taximeter,PRODUCTIVITY,Moderate,,,162,5.0,Free,0.0,Everyone,Productivity,2018-05-14,4.0 and up
HD Themes Toyota Cruiser 40,PERSONALIZATION,Low,,,2,15.0,Free,0.0,Teen,Personalization,2016-10-02,2.3.3 and up
Ax 3 Domaines,SPORTS,Low,,,12,23.0,Free,0.0,Everyone,Sports,2018-01-26,4.2 and up
EV Calculator,TOOLS,Low,,,85,19.0,Free,0.0,Everyone,Tools,2018-07-05,4.1 and up
"Chispa, the Dating App for Latino, Latina Singles",DATING,More than moderate,,,4195,24.0,Free,0.0,Mature 17+,Dating,2018-07-25,4.4 and up
Draw a Stickman: EPIC 2 Free,GAME,Very High,,,213340,24.0,Free,0.0,Everyone,Adventure,2018-06-14,4.0 and up
Baby Names,PARENTING,Moderate,,,86,2.8,Free,0.0,Everyone,Parenting,2018-08-03,4.0.3 and up
Messenger,SOCIAL,Very High,,,68025,3.9,Free,0.0,Everyone,Social,2018-04-16,4.1 and up
bitcoin exchange bx thailand,FINANCE,Moderate,,,19,2.2,Free,0.0,Everyone,Finance,2017-06-26,4.4 and up
Bh Public School,FAMILY,Very low,,,2,8.7,Free,0.0,Everyone,Education,2018-03-21,4.0.3 and up
BL PowerPoint Remote,TOOLS,Low,,,33,1.0,Paid,3.99,Everyone,Tools,2015-02-25,2.3 and up
Nordstrom,SHOPPING,High,,,2278,12.0,Free,0.0,Everyone,Shopping,2018-07-15,4.4 and up
BJ Bridge Acol Beginner 2018,GAME,Moderate,,,11,4.8,Free,0.0,Everyone,Card,2018-05-21,4.0 and up
McClatchy DC Bureau,NEWS_AND_MAGAZINES,Moderate,,,80,8.7,Free,0.0,Everyone 10+,News & Magazines,2018-06-18,4.4W and up
TUTORIAL CT SCAN CARDIAC,MEDICAL,Low,,,1,15.0,Free,0.0,Everyone,Medical,2018-03-10,4.0.3 and up
Blood Pressure Log - MyDiary,MEDICAL,High,2.565796838460151,0.21579683846015096,8348,2.6,Free,0.0,Everyone,Medical,2018-04-13,4.0 and up
RetroArch,GAME,High,,,21423,84.0,Free,0.0,Everyone,Action,2018-05-04,2.3 and up
DG Phone Call Task Switcher,PRODUCTIVITY,Low,,,43,0.03,Free,0.0,Everyone,Productivity,2015-06-09,4.0 and up
Técnico Legislativo Câmara Legislativa DF,PRODUCTIVITY,Very low,,,1,10.0,Paid,2.99,Everyone,Productivity,2018-06-29,4.0.3 and up
