App,Category,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
Ai illustrator viewer,ART_AND_DESIGN,5.9,Free,0.0,Everyone,Art & Design,2018-07-26,5.0
I Can't Wake Up! Alarm Clock,TOOLS,4.2,Free,0.0,Everyone,Tools,2018-05-25,4.0
Gun Mod: Guns in Minecraft PE,FAMILY,12.0,Free,0.0,Teen,Entertainment,2018-07-30,4.1
Toy Guitar with songs for kids,FAMILY,9.8,Free,0.0,Everyone,Music & Audio;Music & Video,2016-03-05,2.3
Fast Notes FJ,PRODUCTIVITY,2.2,Free,0.0,Everyone,Productivity,2014-08-12,2.2
Tablet Reminder,MEDICAL,2.5,Free,0.0,Everyone,Medical,2018-08-03,4.1
RIV-BM FPV,FAMILY,26.0,Free,0.0,Everyone,Entertainment,2017-08-12,2.2
Sygic Truck GPS Navigation,TRAVEL_AND_LOCAL,28.0,Free,0.0,Everyone,Travel & Local,2018-08-02,4.0
DZ Fly Algérie Horaire Vols,TRAVEL_AND_LOCAL,10.0,Free,0.0,Everyone,Travel & Local,2016-10-31,4.0
LOBSTR - go on a lunch date,DATING,15.0,Free,0.0,Mature 17+,Dating,2018-07-24,4.1
Heroes Arena,GAME,88.0,Free,0.0,Everyone 10+,Action,2018-07-24,3.0
[root] Pry-Fi,TOOLS,0.07,Free,0.0,Everyone,Tools,2014-02-02,4.2
AU Mobile Indonesia,GAME,23.0,Free,0.0,Everyone,Music,2018-05-09,2.3
"Learn English Vocabulary - 6,000 Words",FAMILY,54.0,Free,0.0,Everyone,Education,2018-08-03,4.1
Deck Simulator for CR,TOOLS,12.0,Free,0.0,Everyone,Tools,2017-06-16,3.0
How to Write CV,BOOKS_AND_REFERENCE,4.1,Free,0.0,Everyone,Books & Reference,2016-04-22,4.0
"Izneo, Read Manga, Comics & BD",COMICS,18.0,Free,0.0,Teen,Comics,2018-06-11,4.0
Cy's Elma Pharmacy,HEALTH_AND_FITNESS,9.4,Free,0.0,Everyone 10+,Health & Fitness,2018-06-28,3.0
DIRECTV for Tablets,FAMILY,69.0,Free,0.0,Teen,Entertainment,2018-06-01,4.1
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,8.2,Free,0.0,Everyone,Tools,2018-08-06,4.1
BS Detector - Diss 'n' Gauges,FAMILY,0.82,Paid,1.49,Everyone,Entertainment,2013-02-22,2.2
DY TECHNICAL GYAN,BUSINESS,3.3,Free,0.0,Everyone,Business,2018-01-17,4.0
Pedi STAT,MEDICAL,2.9,Paid,5.49,Everyone,Medical,2018-04-06,4.1
AP Mobile 104,BUSINESS,14.0,Free,0.0,Everyone,Business,2017-12-13,4.0
C.B. Shop,SHOPPING,19.0,Free,0.0,Everyone,Shopping,2017-05-09,3.0
ES Classic Theme,TOOLS,2.2,Free,0.0,Everyone,Tools,2015-10-30,2.1
"Shrimp skin shopping: spend less, buy better",SHOPPING,30.0,Free,0.0,Everyone,Shopping,2018-07-23,4.1
codeSpark Academy & The Foos,FAMILY,57.0,Free,0.0,Everyone,Educational;Education,2018-06-21,4.1
Familial Hypercholesterolaemia Handbook,MEDICAL,33.0,Free,0.0,Everyone,Medical,2018-07-02,4.1
Rhythm Patrol,FAMILY,26.0,Free,0.0,Everyone,Music;Music & Video,2018-07-23,4.1
Standoff 2,GAME,47.0,Free,0.0,Mature 17+,Action,2018-07-12,4.1
Food-Aw - Order Food Online in Aruba,FOOD_AND_DRINK,24.0,Free,0.0,Everyone,Food & Drink,2018-04-05,4.1
Sotheby's International Realty,LIFESTYLE,25.0,Free,0.0,Everyone,Lifestyle,2018-04-09,3.0
Real Airplane Flight Simulator: Pilot Games,FAMILY,37.0,Free,0.0,Everyone,Simulation,2018-07-11,4.0
CP Smart Check List,PERSONALIZATION,3.9,Free,0.0,Everyone,Personalization,2017-08-14,4.1
AJ Men's Grooming,LIFESTYLE,22.0,Free,0.0,Everyone,Lifestyle,2017-08-28,4.1
5 Minute Clinical Consult 2019 - #1 for 25 years,MEDICAL,8.0,Free,0.0,Everyone,Medical,2018-05-02,4.2
A-J Media Vault,BOOKS_AND_REFERENCE,24.0,Free,0.0,Everyone,Books & Reference,2017-01-04,3.0
SH-02J Owner's Manual (Android 8.0),BOOKS_AND_REFERENCE,7.2,Free,0.0,Everyone,Books & Reference,2018-06-15,6.0
CB Pay,FINANCE,11.0,Free,0.0,Everyone,Finance,2018-07-09,4.4
iProperty Malaysia,HOUSE_AND_HOME,7.8,Free,0.0,Everyone,House & Home,2018-07-25,4.0
Call of Duty:Black Ops Zombies,GAME,46.0,Paid,6.99,Teen,Action,2016-12-20,2.3
Seamless Food Delivery/Takeout,FOOD_AND_DRINK,34.0,Free,0.0,Everyone,Food & Drink,2018-08-02,5.0
Theme Android P Black for LG G7 & V35,PERSONALIZATION,4.3,Paid,1.49,Everyone,Personalization,2018-07-31,7.0
Ferguson AH,MEDICAL,29.0,Free,0.0,Everyone,Medical,2017-07-17,3.0
Top Novini BG,NEWS_AND_MAGAZINES,2.9,Free,0.0,Everyone,News & Magazines,2016-06-14,4.1
Moto Suggestions ™,TOOLS,4.3,Free,0.0,Everyone,Tools,2018-06-08,8.0
Order & Chaos 2: 3D MMO RPG,FAMILY,54.0,Free,0.0,Teen,Role Playing,2018-07-09,3.0
Navy Gunner Shoot War 3D,GAME,44.0,Free,0.0,Teen,Action,2018-08-02,4.2
Bubble Shooter,FAMILY,20.0,Free,0.0,Everyone,Puzzle;Brain Games,2018-01-09,2.3
American Sniper City Fight Shooting Assassin,GAME,54.0,Free,0.0,Teen,Action,2017-11-24,2.3
Typical EA Game,FAMILY,3.3,Free,0.0,Everyone,Casual,2017-11-18,4.0
League of Stickman 2018- Ninja Arena PVP(Dreamsky),GAME,99.0,Paid,0.99,Teen,Action,2018-07-03,2.3
BP Tracker-Symptoms & Solution,MEDICAL,3.2,Free,0.0,Everyone,Medical,2016-10-12,3.0
QRZ Assistant,COMMUNICATION,3.5,Free,0.0,Everyone,Communication,2018-05-30,4.4
DIY Crafts Cds,LIFESTYLE,3.1,Free,0.0,Everyone,Lifestyle,2017-01-24,3.0
Space Coast CU Mobile,FINANCE,2.1,Free,0.0,Everyone,Finance,2017-07-13,2.3
osmino Wi-Fi: free WiFi,TOOLS,4.1,Free,0.0,Everyone,Tools,2018-08-06,4.4
ADWLauncher 1 EX,PERSONALIZATION,2.8,Paid,2.49,Everyone,Personalization,2013-07-27,1.6
AG Subway Simulator Mobile,FAMILY,47.0,Paid,0.99,Everyone,Simulation,2018-06-02,4.1
Company Kitchen,LIFESTYLE,7.7,Free,0.0,Everyone,Lifestyle,2018-03-06,2.3
Free Radar Detector,TRAVEL_AND_LOCAL,11.0,Free,0.0,Everyone,Travel & Local,2018-07-06,4.1
Kids Animals Jigsaw Puzzles 😄,FAMILY,22.0,Free,0.0,Everyone,Educational;Brain Games,2018-06-16,4.2
BA 3 Banjarmasin,SOCIAL,5.9,Free,0.0,Teen,Social,2018-07-28,4.4
Diabetes Connect,MEDICAL,8.4,Free,0.0,Everyone,Medical,2017-10-10,4.0
List iptv FR,VIDEO_PLAYERS,2.9,Free,0.0,Everyone,Video Players & Editors,2018-04-22,3.0
Coupang,SHOPPING,38.0,Free,0.0,Everyone,Shopping,2018-08-02,3.0
Ba Financial Calculator plus,FINANCE,0.2,Paid,3.99,Everyone,Finance,2018-07-15,2.1
Results for DC Lottery,FAMILY,8.5,Free,0.0,Everyone,Entertainment,2017-03-11,4.1
Nick,FAMILY,25.0,Free,0.0,Everyone 10+,Entertainment;Music & Video,2018-01-24,4.4
Bu the Baby Bunny - Cute pet care game,FAMILY,89.0,Free,0.0,Everyone,Educational,2018-06-14,4.1
ZOOKEEPER DX TouchEdition,FAMILY,4.6,Paid,0.99,Everyone,Puzzle,2015-11-26,2.1
Photo Background Changer 2018 - Blur Background,LIFESTYLE,9.2,Free,0.0,Everyone,Lifestyle,2018-05-21,4.1
OnePlus Gallery,VIDEO_PLAYERS,64.0,Free,0.0,Everyone,Video Players & Editors,2018-07-12,7.1
Jigsaw Volvo FH 16 Trucks,FAMILY,8.1,Free,0.0,Teen,Puzzle,2016-12-01,4.0
Squadron - Bullet Hell Shooter,GAME,40.0,Free,0.0,Everyone,Arcade,2016-05-02,2.3
The Pursuit of God,BOOKS_AND_REFERENCE,1.6,Free,0.0,Everyone,Books & Reference,2017-02-14,3.0
DS App Manager,TOOLS,2.1,Free,0.0,Everyone,Tools,2015-03-21,2.3
Weather & Radar Pro - Ad-Free,WEATHER,26.0,Paid,2.99,Everyone,Weather,2018-08-01,4.4
Video Downloader,VIDEO_PLAYERS,5.4,Free,0.0,Everyone,Video Players & Editors,2018-08-03,4.4
Ruler cm,TOOLS,0.79,Free,0.0,Everyone,Tools,2014-09-10,2.2
Sounds for Toddlers FREE,FAMILY,23.0,Free,0.0,Everyone,Educational;Education,2015-08-24,4.0
NATIVE ENTERTAINMENT MAGAZINE - ISSUE # 1,NEWS_AND_MAGAZINES,62.0,Free,0.0,Mature 17+,News & Magazines,2017-12-16,4.1
Guide for IMS DB,BOOKS_AND_REFERENCE,2.6,Free,0.0,Everyone,Books & Reference,2018-06-11,4.1
F-Secure KEY Password manager,TOOLS,7.6,Free,0.0,Everyone,Tools,2018-06-27,4.0
New YAHTZEE® With Buddies Dice Game,GAME,93.0,Free,0.0,Everyone,Board,2018-07-05,4.1
Rivals at War: 2084,FAMILY,48.0,Free,0.0,Teen,Simulation,2016-10-03,3.0
Turbo AI™ - Personal assistant,PRODUCTIVITY,2.8,Free,0.0,Everyone,Productivity,2018-07-16,3.0
Freeland AH,MEDICAL,28.0,Free,0.0,Everyone,Medical,2017-12-18,3.0
Good room network fast rent,HOUSE_AND_HOME,8.6,Free,0.0,Everyone,House & Home,2018-06-25,4.0
Poteau BA,FAMILY,4.0,Free,0.0,Everyone,Education,2017-07-16,5.0
Anime Manga Coloring Book,ART_AND_DESIGN,11.0,Free,0.0,Everyone,Art & Design,2018-07-19,4.0
Axetatic - Axe Throwing Game,GAME,31.0,Free,0.0,Everyone 10+,Arcade,2017-10-22,4.2
Official NBSTSA CST Exam Prep,MEDICAL,11.0,Free,0.0,Everyone,Medical,2018-05-17,4.4
United Ag Cooperative,BUSINESS,4.2,Free,0.0,Everyone,Business,2018-04-27,4.4
Summoners War,GAME,28.0,Free,0.0,Teen,Role Playing,2018-07-30,3.0
Painting Lulu DC Super Friends,BOOKS_AND_REFERENCE,17.0,Free,0.0,Everyone,Books & Reference,2017-02-09,3.0
DC Super Hero Girls™,FAMILY,95.0,Free,0.0,Everyone,Action;Action & Adventure,2018-06-29,4.0
DK Primrose for KLWP,PERSONALIZATION,16.0,Paid,0.99,Everyone,Personalization,2017-12-02,4.4
"Beacon Baptist Jupiter, FL",LIFESTYLE,2.6,Free,0.0,Everyone,Lifestyle,2017-10-13,3.0
Word Search multilingual,GAME,1.5,Free,0.0,Everyone,Word,2015-09-30,2.3
"Pzizz - Sleep, Nap, Focus",MEDICAL,22.0,Free,0.0,Everyone,Medical,2018-07-01,4.1
Coast To Coast AM Insider,NEWS_AND_MAGAZINES,21.0,Free,0.0,Everyone,News & Magazines,2018-01-04,4.4
Norwegian For Kids & Babies F,FAMILY,14.0,Paid,39.99,Everyone,Education,2015-09-24,4.0
Moto File Manager,TOOLS,5.9,Free,0.0,Everyone,Tools,2018-02-01,5.0
DU Cleaner – Memory cleaner & clean phone cache,TOOLS,8.9,Free,0.0,Everyone,Tools,2018-07-23,4.0
FE EN ACCIÓN RADIO,FAMILY,2.9,Free,0.0,Everyone,Entertainment,2018-07-05,5.0
"Q Alerts: QAnon Drop Notifications, Research +++",NEWS_AND_MAGAZINES,26.0,Paid,0.99,Mature 17+,News & Magazines,2018-07-26,4.1
Results for FL Lottery (Florida),FAMILY,3.2,Free,0.0,Mature 17+,Entertainment,2017-11-02,3.0
Fifa World Cup 2018: Photo Frame Editor & DP Maker,PHOTOGRAPHY,8.7,Free,0.0,Everyone,Photography,2018-06-20,3.0
eharmony - Online Dating App,DATING,53.0,Free,0.0,Mature 17+,Dating,2018-07-30,4.1
Trazado de tuberia El Tubero,TOOLS,4.4,Paid,1.97,Everyone,Tools,2015-03-29,1.5
"FirstCry Baby & Kids Shopping, Fashion & Parenting",SHOPPING,16.0,Free,0.0,Everyone,Shopping,2018-06-27,4.1
Analog Clock AW-7,TOOLS,3.0,Free,0.0,Everyone,Tools,2018-03-07,4.3
DF BugMeNot,SOCIAL,1.4,Free,0.0,Teen,Social,2015-10-29,5.0
eHub,BUSINESS,4.8,Free,0.0,Everyone,Business,2018-06-29,4.4
Clash of Clans,GAME,98.0,Free,0.0,Everyone 10+,Strategy,2018-07-15,4.1
ER Neck Surgery: Hospital Christmas Emergency,FAMILY,30.0,Free,0.0,Everyone 10+,Role Playing,2017-11-24,4.1
Klart.se - Sweden's best weather,WEATHER,19.0,Free,0.0,Everyone,Weather,2018-07-11,4.4
CB Bank Mobile Banking,FINANCE,3.7,Free,0.0,Everyone,Finance,2015-06-08,2.2
Pharmacie de Garde CI et Prix,HEALTH_AND_FITNESS,6.9,Free,0.0,Mature 17+,Health & Fitness,2018-01-09,2.0
Gods by Night,DATING,12.0,Free,0.0,Mature 17+,Dating,2018-07-22,4.1
The Hunt for the Lost Treasure,FAMILY,8.1,Paid,2.99,Everyone,Adventure;Brain Games,2017-09-13,3.0
CF Life,FAMILY,8.3,Free,0.0,Everyone,Education,2018-06-27,4.1
FVD Ad-Free,TOOLS,4.1,Paid,1.99,Everyone,Tools,2017-10-05,3.0
Ay Yıldız Duvar Kağıtları,PERSONALIZATION,6.5,Free,0.0,Everyone,Personalization,2017-12-10,4.3
BC Hockey,SPORTS,8.9,Free,0.0,Everyone,Sports,2017-12-08,4.4
Photo Lock App - Hide Pictures & Videos,PERSONALIZATION,3.3,Free,0.0,Everyone,Personalization,2017-12-10,4.0
LG AV REMOTE,TOOLS,1.8,Free,0.0,Everyone,Tools,2016-06-03,2.3
BJ-DRONE,FAMILY,23.0,Free,0.0,Everyone,Entertainment,2018-03-27,3.0
News Minecraft.fr,NEWS_AND_MAGAZINES,2.3,Free,0.0,Everyone,News & Magazines,2014-01-20,1.6
MARCA - Diario Líder Deportivo,SPORTS,14.0,Free,0.0,Everyone,Sports,2018-07-25,4.1
RadPad: Apartment Finder App,HOUSE_AND_HOME,35.0,Free,0.0,Everyone,House & Home,2017-08-30,4.1
EdiRange,TOOLS,1.8,Free,0.0,Everyone,Tools,2017-07-05,3.0
FP Notebook,MEDICAL,60.0,Free,0.0,Everyone,Medical,2018-03-24,4.4
Pedometer,HEALTH_AND_FITNESS,2.9,Free,0.0,Everyone,Health & Fitness,2018-07-04,4.0
AI with Python Tutorial,FAMILY,3.3,Free,0.0,Everyone,Education,2018-06-05,4.1
FH WiFiCam,PHOTOGRAPHY,2.5,Free,0.0,Everyone,Photography,2017-05-02,4.1
Bar-B-Q Recipes,FOOD_AND_DRINK,3.5,Free,0.0,Everyone,Food & Drink,2016-08-15,4.0
E-Book Read - Read Book for free,BOOKS_AND_REFERENCE,4.9,Free,0.0,Everyone,Books & Reference,2018-08-03,4.4
All-in-One Mahjong 3 FREE,FAMILY,17.0,Free,0.0,Everyone,Board;Brain Games,2018-06-13,4.0
DIRECTV,FAMILY,63.0,Free,0.0,Teen,Entertainment,2018-06-01,4.1
2ndLine - Second Phone Number,COMMUNICATION,32.0,Free,0.0,Everyone,Communication,2018-08-03,4.0
BaBe + - Indonesian News,NEWS_AND_MAGAZINES,16.0,Free,0.0,Everyone 10+,News & Magazines,2018-08-01,4.0
Permit Test CO Colorado DMV,FAMILY,11.0,Free,0.0,Everyone,Education,2017-06-15,4.1
Hipmunk Hotels & Flights,TRAVEL_AND_LOCAL,10.0,Free,0.0,Everyone,Travel & Local,2018-07-31,5.0
Popsicle Launcher for Android P 9.0 launcher,PERSONALIZATION,5.5,Paid,1.49,Everyone,Personalization,2018-07-11,4.2
Trimble Ag Mobile,PRODUCTIVITY,44.0,Free,0.0,Everyone,Productivity,2018-08-02,4.1
TouchPal Purple Butterfly Theme,PERSONALIZATION,6.9,Free,0.0,Everyone,Personalization,2018-06-28,3.0
iFORA BP,MEDICAL,45.0,Free,0.0,Everyone,Medical,2018-06-05,2.3
Pixel Draw - Number Art Coloring Book,ART_AND_DESIGN,2.8,Free,0.0,Everyone,Art & Design;Creativity,2018-06-20,4.4
EY Staff ENTERTAINER,LIFESTYLE,19.0,Free,0.0,Everyone,Lifestyle,2017-01-16,2.3
CL-Phlebotomist,MEDICAL,7.3,Free,0.0,Everyone,Medical,2018-06-16,4.1
Lovely Cute Pink Kitty Cat Keyboard Theme,PERSONALIZATION,7.2,Free,0.0,Everyone,Personalization,2018-07-09,3.0
tökr,MEDICAL,14.0,Free,0.0,Everyone,Medical,2018-07-11,4.1
EJ Trívia Game,FAMILY,19.0,Free,0.0,Everyone,Puzzle,2018-07-19,4.1
Kariyer.net,BUSINESS,16.0,Free,0.0,Everyone,Business,2018-07-18,4.1
Super Hearing Secret Voices Recorder PRO,MEDICAL,23.0,Paid,2.99,Everyone,Medical,2018-04-20,4.1
Earth to Luna! Watch and Play,FAMILY,84.0,Free,0.0,Everyone,Educational;Education,2018-07-23,4.1
BN Pro LcdD-b HD Text,LIBRARIES_AND_DEMO,0.42,Free,0.0,Everyone,Libraries & Demo,2017-02-05,1.6
Arrhythmias and Dysrhythmias,MEDICAL,24.0,Paid,1.0,Everyone,Medical,2016-01-24,4.2
Kate Mobile for VK,SOCIAL,5.3,Free,0.0,Teen,Social,2018-07-23,2.2
Color by Number: Pixel Art,FAMILY,34.0,Free,0.0,Everyone,Entertainment,2018-05-26,4.1
Blogger,SOCIAL,2.7,Free,0.0,Mature 17+,Social,2016-02-29,2.1
EC Games Datecs,SPORTS,0.32,Free,0.0,Everyone,Sports,2016-02-12,2.1
Anthem Anywhere,MEDICAL,24.0,Free,0.0,Everyone,Medical,2018-07-27,4.4
Live Camera Viewer ★ World Webcam & IP Cam Streams,TRAVEL_AND_LOCAL,3.6,Free,0.0,Everyone,Travel & Local,2018-04-07,4.1
Digital Clock AW-7,TOOLS,2.9,Free,0.0,Everyone,Tools,2018-03-06,4.3
Live Talk - Free Text and Video Chat,DATING,5.0,Free,0.0,Mature 17+,Dating,2018-07-16,3.0
most expensive app (H),FAMILY,1.5,Paid,399.99,Everyone,Entertainment,2018-07-16,7.0
MUTV - Manchester United TV,SPORTS,24.0,Free,0.0,Everyone,Sports,2018-08-01,4.1
BELONG Beating Cancer Together,MEDICAL,20.0,Free,0.0,Teen,Medical,2018-07-29,4.3
Gold Wallpapers,PERSONALIZATION,28.0,Free,0.0,Everyone,Personalization,2018-03-26,4.0
Moonlight GO Weather EX,WEATHER,3.5,Free,0.0,Everyone,Weather,2014-08-28,2.2
SnpCupid Dating,DATING,5.8,Free,0.0,Mature 17+,Dating,2017-01-28,4.2
DM Tracker,COMMUNICATION,5.2,Free,0.0,Everyone,Communication,2018-07-26,4.3
El Falı,FAMILY,16.0,Free,0.0,Everyone,Entertainment,2017-11-03,2.3
EC Designer 2.0,TOOLS,12.0,Free,0.0,Everyone,Tools,2018-07-09,4.0
Day Night Live Wallpaper (All),PERSONALIZATION,18.0,Paid,2.49,Everyone,Personalization,2018-01-31,4.0
Toppen af Danmark,TRAVEL_AND_LOCAL,6.1,Free,0.0,Everyone,Travel & Local,2018-06-28,4.4
Blur,PHOTOGRAPHY,2.4,Free,0.0,Everyone,Photography,2018-06-18,4.4
Faustop Sounds,COMICS,40.0,Free,0.0,Everyone,Comics,2018-05-26,4.1
TETRIS,FAMILY,57.0,Free,0.0,Everyone,Puzzle,2018-06-14,3.0
Star Wars™: Force Arena,FAMILY,70.0,Free,0.0,Everyone 10+,Strategy,2018-07-19,4.1
Sketchfab,FAMILY,9.2,Free,0.0,Mature 17+,Entertainment,2018-03-09,4.4
25WPM Amateur ham radio Koch CW Morse code trainer,TOOLS,3.7,Paid,1.49,Everyone,Tools,2018-05-18,2.1
Fossil Q Legacy,LIFESTYLE,60.0,Free,0.0,Everyone,Lifestyle,2017-09-19,4.4
Fruit Ninja®,GAME,41.0,Free,0.0,Everyone,Arcade,2018-07-12,4.1
HAWK – Force of an Arcade Shooter. Shoot 'em up,GAME,46.0,Free,0.0,Everyone,Arcade,2018-07-09,4.1
Ringtones & Wallpapers for Me,PERSONALIZATION,29.0,Free,0.0,Everyone,Personalization,2018-01-30,4.1
CL 2NE1 Wallpaper KPOP Fans HD,PERSONALIZATION,3.4,Free,0.0,Everyone,Personalization,2018-05-19,4.0
Coloring Book at Five Nights,FAMILY,6.5,Free,0.0,Everyone,Educational,2017-06-06,2.3
CE-STRONG,FAMILY,16.0,Free,0.0,Everyone,Education,2016-06-17,4.0
Prana Breath: Calm & Meditate,HEALTH_AND_FITNESS,8.4,Free,0.0,Everyone,Health & Fitness,2018-07-19,4.0
AJ AUTO,AUTO_AND_VEHICLES,7.7,Free,0.0,Everyone,Auto & Vehicles,2017-02-27,3.0
CT Brain Interpretation,FAMILY,29.0,Free,0.0,Everyone,Education,2018-07-04,4.0
Al Quran Free - القرآن (Islam),BOOKS_AND_REFERENCE,23.0,Free,0.0,Everyone,Books & Reference,2015-02-15,2.2
Pixelmania - Color by number & create pixel art,FAMILY,18.0,Free,0.0,Everyone,Entertainment,2018-02-25,4.3
Recognise Foot,MEDICAL,95.0,Paid,7.49,Everyone,Medical,2017-09-14,4.1
Pixel Oreo/P Dark White AMOLED UI - Icon Pack,PERSONALIZATION,16.0,Paid,1.49,Everyone,Personalization,2018-06-21,3.0
"DataCamp - Learn R, Python & SQL",FAMILY,12.0,Free,0.0,Everyone,Education,2018-08-01,4.1
500 AP World History Questions,FAMILY,1.2,Paid,9.99,Everyone,Education,2013-11-01,1.6
App for Craigslist Pro - Buy & Sell Postings,LIFESTYLE,5.0,Free,0.0,Everyone,Lifestyle,2018-05-09,4.1
SportsManias Fantasy Team News,SPORTS,26.0,Free,0.0,Everyone,Sports,2018-05-10,3.0
Galaxian(FC),GAME,7.8,Paid,1.99,Everyone,Arcade,2015-11-13,2.3
Card Creator for CR,TOOLS,17.0,Free,0.0,Everyone,Tools,2018-05-19,4.1
Asphalt 8: Airborne,GAME,92.0,Free,0.0,Teen,Racing,2018-07-04,3.0
EVENTOS DF,EVENTS,4.5,Free,0.0,Everyone,Events,2017-12-01,4.1
Cluster CF,SPORTS,3.2,Free,0.0,Everyone,Sports,2018-07-15,4.1
Pregnancy Tracker,HEALTH_AND_FITNESS,6.5,Free,0.0,Everyone,Health & Fitness,2018-02-10,3.0
ChatBot AI Talking Girl,FAMILY,25.0,Free,0.0,Everyone 10+,Entertainment,2018-07-31,3.0
Funny Alarm Clock Ringtones,PERSONALIZATION,14.0,Free,0.0,Everyone,Personalization,2017-03-09,3.0
OkCupid Dating,DATING,15.0,Free,0.0,Mature 17+,Dating,2018-07-30,4.1
autolina.ch has over 120'000 cars on offer.,AUTO_AND_VEHICLES,6.5,Free,0.0,Everyone,Auto & Vehicles,2017-08-02,4.2
"Messenger L SMS, MMS",PERSONALIZATION,20.0,Free,0.0,Everyone,Personalization,2018-07-12,2.3
Kids Balloon Pop Game Free 🎈,FAMILY,19.0,Free,0.0,Everyone,Casual;Music & Video,2018-07-06,3.0
Heirs & Graces,GAME,70.0,Free,0.0,Teen,Adventure,2016-07-01,2.3
Funny videos for whatsapp,VIDEO_PLAYERS,9.0,Free,0.0,Everyone,Video Players & Editors,2017-12-17,3.0
Speed Camera Radar,MAPS_AND_NAVIGATION,5.8,Free,0.0,Teen,Maps & Navigation,2018-05-30,4.0
DP Photo Editor,PHOTOGRAPHY,7.7,Free,0.0,Everyone,Photography,2017-09-29,4.1
Baby puzzles,FAMILY,19.0,Free,0.0,Everyone,Educational;Education,2018-07-12,3.0
Call of Duty®: Heroes,GAME,57.0,Free,0.0,Teen,Action,2018-06-27,4.1
"Home workouts - fat burning, abs, legs, arms,chest",HEALTH_AND_FITNESS,13.0,Free,0.0,Everyone,Health & Fitness,2018-07-18,4.1
IHG®: Hotel Deals & Rewards,TRAVEL_AND_LOCAL,44.0,Free,0.0,Everyone,Travel & Local,2018-08-03,4.4
SDA Sabbath School Quarterly,BOOKS_AND_REFERENCE,6.4,Free,0.0,Everyone,Books & Reference,2017-10-09,3.0
BEST CAR SOUNDS,AUTO_AND_VEHICLES,38.0,Free,0.0,Everyone,Auto & Vehicles,2018-07-29,2.3
Ad Blocker Turbo - Adblocker Browser,COMMUNICATION,44.0,Free,0.0,Everyone,Communication,2018-01-29,4.1
Opera News - Trending news and videos,NEWS_AND_MAGAZINES,8.5,Free,0.0,Teen,News & Magazines,2018-07-31,3.8298220146427666
Fossil Q,LIFESTYLE,18.0,Free,0.0,Everyone,Lifestyle,2018-08-01,4.4
Sat-Fi Voice,COMMUNICATION,14.0,Free,0.0,Everyone,Communication,2014-11-21,2.2
Easy Healthy Recipes,FOOD_AND_DRINK,7.2,Free,0.0,Everyone,Food & Drink,2018-07-20,4.0
"WalletHub - Free Credit Score, Report & Monitoring",FINANCE,9.3,Free,0.0,Everyone,Finance,2018-06-19,4.4
BZ Reminder PRO,BUSINESS,5.4,Paid,3.99,Everyone,Business,2017-12-20,4.1
FINAL FANTASY DIMENSIONS,FAMILY,1.1,Paid,13.99,Everyone,Role Playing,2017-03-15,2.3
Find a Way: Addictive Puzzle,FAMILY,14.0,Free,0.0,Everyone,Puzzle,2017-06-16,4.1
Plan B,MAPS_AND_NAVIGATION,6.0,Free,0.0,Everyone,Maps & Navigation,2017-07-12,4.3
Rejoin Your Ex,SOCIAL,29.0,Free,0.0,Everyone,Social,2015-05-26,2.3
FINAL FANTASY V,FAMILY,4.2,Paid,7.99,Teen,Role Playing,2017-03-15,4.0
Redbox,ENTERTAINMENT,30.0,Free,0.0,Everyone,Entertainment,2018-07-02,5.0
Build a Bridge!,FAMILY,74.0,Free,0.0,Everyone,Puzzle,2018-08-02,4.1
Van Nien 2018 - Lich Van su & Lich Am,LIFESTYLE,23.0,Free,0.0,Everyone,Lifestyle,2018-06-01,4.1
E-Z App™ Train Control,TOOLS,46.0,Free,0.0,Everyone,Tools,2016-12-06,4.3
"Grow Stone Online : 2d pixel RPG, MMORPG game",FAMILY,48.0,Free,0.0,Everyone,Role Playing,2018-08-05,3.0
Super Hearing Super Ear Amplifier,MEDICAL,20.0,Free,0.0,Everyone,Medical,2018-06-11,4.1
BP-Tech,FAMILY,13.0,Free,0.0,Everyone,Casual,2018-02-03,4.0
DR CONTROL,FAMILY,1.5,Free,0.0,Everyone,Entertainment,2017-03-08,3.0
CZ-70 (CZ-50) pistol explained,BOOKS_AND_REFERENCE,17.0,Paid,5.99,Everyone,Books & Reference,2016-11-02,1.6
WFLA News Channel 8 - Tampa FL,NEWS_AND_MAGAZINES,14.0,Free,0.0,Everyone,News & Magazines,2018-07-18,5.0
Smart TV Remote,TOOLS,9.1,Free,0.0,Everyone,Tools,2018-05-26,4.1
Google I/O 2018,BOOKS_AND_REFERENCE,4.6,Free,0.0,Everyone,Books & Reference,2018-05-07,5.0
FD e-paper,NEWS_AND_MAGAZINES,7.1,Free,0.0,Everyone,News & Magazines,2018-07-04,4.1
Tattoo Name On My Photo Editor,ART_AND_DESIGN,20.0,Free,0.0,Teen,Art & Design,2018-04-02,4.1
DG - Digital Coupons - Free Coupon and Discount,SHOPPING,1.1,Free,0.0,Everyone,Shopping,2018-07-01,4.0
Learn To Draw Glow Princess,FAMILY,9.6,Free,0.0,Everyone,Casual;Pretend Play,2017-07-14,3.0
EZ Pass,TOOLS,0.22,Free,0.0,Everyone,Tools,2016-09-10,2.3
CF cal,TOOLS,2.9,Free,0.0,Everyone,Tools,2016-02-09,4.0
