App,Category,Rating,Reviews,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
CB On Mobile,COMMUNICATION,4.1,901,0.32,Free,0.0,Teen,Communication,2017-04-26,4.0
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,14.0,Free,0.0,Everyone 10+,News & Magazines,2018-05-24,4.1
BK Dinos,FAMILY,4.4,30,99.0,Free,0.0,Everyone,Entertainment,2018-03-31,4.0
Grand Theft Auto V: The Manual,FAMILY,4.1,182103,6.9,Free,0.0,Teen,Entertainment,2018-07-31,3.0
Pick-a-Paint,LIFESTYLE,1.6,242,36.0,Free,0.0,Everyone,Lifestyle,2018-05-14,3.0
Dr Bk Sachin bhai,LIFESTYLE,5.0,19,3.1,Free,0.0,Everyone,Lifestyle,2017-12-07,4.1
CB STARS,FAMILY,4.18,1,1.8,Free,0.0,Everyone,Education,2017-12-30,1.6
FK Čukarički,SPORTS,4.22,0,26.0,Free,0.0,Everyone,Sports,2018-02-19,4.1
Tunnel Town,FAMILY,4.4,74744,60.0,Free,0.0,Everyone,Strategy,2018-07-26,4.1
BF CG View Wallpapers,FAMILY,3.6,13,2.5,Free,0.0,Teen,Entertainment,2015-06-19,3.0
H&M,LIFESTYLE,3.7,41941,14.0,Free,0.0,Everyone,Lifestyle,2018-07-30,4.4
Planner Pro-Personal Organizer,PRODUCTIVITY,4.0,10270,8.4,Free,0.0,Everyone,Productivity,2018-03-23,4.0
My baby firework,PARENTING,3.7,4976,2.8,Free,0.0,Everyone,Parenting;Education,2018-05-28,4.0
Google Now Launcher,TOOLS,4.2,857215,7.9,Free,0.0,Everyone,Tools,2017-12-07,1.0
Sisense Mobile BI,BUSINESS,4.9,23,28.0,Free,0.0,Everyone,Business,2018-04-30,4.1
My C Spire,PRODUCTIVITY,4.1,376,32.0,Free,0.0,Everyone,Productivity,2018-07-23,4.4
CT Abdomen,FAMILY,4.3,7,62.0,Free,0.0,Everyone,Education,2017-02-21,4.4
"Android Auto - Maps, Media, Messaging & Voice",AUTO_AND_VEHICLES,4.2,271920,16.0,Free,0.0,Teen,Auto & Vehicles,2018-07-11,5.0
converter video to mp3,LIBRARIES_AND_DEMO,4.4,783,6.4,Free,0.0,Everyone,Libraries & Demo,2017-06-10,2.2
BI Mobile,FINANCE,4.4,337,3.3,Free,0.0,Everyone,Finance,2018-03-15,3.0
Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624,10.0,Free,0.0,Everyone,Personalization,2017-11-20,3.0
Zlax.io Zombs Luv Ax,GAME,4.6,6344,32.0,Free,0.0,Everyone,Action,2018-04-04,4.1
The CW TV app,FAMILY,3.2,24,4.8,Free,0.0,Everyone,Entertainment,2018-07-28,3.2
ADMIRALTY H-Note,BUSINESS,4.5,176,19.0,Free,0.0,Everyone,Business,2016-10-25,5.0
Selfie Camera Photo Editor & Filter & Sticker,BEAUTY,4.1,187,30.0,Free,0.0,Teen,Beauty,2018-07-24,3.0
Trell: An app for Explorers | Best Wanderlust App,LIFESTYLE,4.6,8004,34.0,Free,0.0,Teen,Lifestyle,2018-07-31,4.1
Doctor Games For Girls - Hospital ER,FAMILY,4.5,51,39.0,Free,0.0,Everyone,Casual,2018-04-16,4.1
Bx Access 4d,TOOLS,4.04,1,1.9,Free,0.0,Everyone,Tools,2016-04-29,4.0
¡Ay Caramba!,FAMILY,4.18,0,0.54,Paid,1.99,Everyone,Education,2014-06-13,3.0
Guide (for X-MEN),BOOKS_AND_REFERENCE,4.6,586,17.0,Free,0.0,Everyone,Books & Reference,2017-05-08,3.0
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24.0,Free,0.0,Mature 17+,Dating,2018-07-25,4.4
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002861,35.0,Free,0.0,Everyone,Business,2018-08-02,4.1
Técnico Legislativo Câmara Legislativa DF,PRODUCTIVITY,4.18,1,10.0,Paid,2.99,Everyone,Productivity,2018-06-29,3.0
24/7 BZ Reis,TRAVEL_AND_LOCAL,3.1,421,53.0,Free,0.0,Everyone,Travel & Local,2018-03-09,4.1
Fingerprint Lock Screen Prank,TOOLS,4.1,10786,4.3,Free,0.0,Everyone,Tools,2017-12-09,4.0
tv-ec,FAMILY,4.18,1,3.4,Free,0.0,Everyone,Entertainment,2018-04-07,3.0
HOTEL DEALS,TRAVEL_AND_LOCAL,4.2,1609,4.0,Free,0.0,Everyone,Travel & Local,2018-04-26,4.1
"Arizona Statutes, ARS (AZ Law)",BOOKS_AND_REFERENCE,3.9,9,8.8,Free,0.0,Everyone,Books & Reference,2017-10-18,4.4
We learn children's verses in kindergarten,PARENTING,4.3,3248,6.5,Free,0.0,Everyone,Parenting;Education,2017-12-20,4.0
"letgo: Buy & Sell Used Stuff, Cars & Real Estate",SHOPPING,4.5,973270,20.0,Free,0.0,Teen,Shopping,2018-08-06,4.1
Essential Resources,LIBRARIES_AND_DEMO,4.6,237,0.01,Free,0.0,Everyone,Libraries & Demo,2017-09-27,7.1
BURGER KING® App,LIFESTYLE,4.0,41747,39.0,Free,0.0,Everyone,Lifestyle,2017-01-12,4.1
Educational Games 4 Kids,FAMILY,4.3,11618,39.0,Free,0.0,Everyone,Educational;Education,2018-04-03,4.1
Medical ID - In Case of Emergency (ICE),MEDICAL,4.6,717,5.4,Paid,5.99,Everyone,Medical,2018-05-31,5.0
DO YOU KNOW THE WAY Soundboard,FAMILY,4.5,1007,5.2,Free,0.0,Everyone,Entertainment,2018-07-01,4.1
A Call From Santa Claus!,FAMILY,3.9,3720,11.0,Free,0.0,Everyone,Entertainment,2016-12-04,3.0
Melior NUI - Material CM Theme,PERSONALIZATION,4.7,1873,14.0,Free,0.0,Everyone,Personalization,2016-11-07,3.8298220146427666
Sandbox - Color by Number Coloring Pages,FAMILY,4.7,412744,10.0,Free,0.0,Everyone,Entertainment;Creativity,2018-07-19,4.4
Motorola Gallery,VIDEO_PLAYERS,3.9,121916,23.0,Free,0.0,Everyone,Video Players & Editors,2016-01-25,3.8298220146427666
Helper for CS:GO,TOOLS,4.4,208,6.0,Free,0.0,Everyone,Tools,2016-06-16,4.1
Be My Princess: PARTY,FAMILY,4.4,9443,21.0,Free,0.0,Teen,Simulation,2016-12-12,3.0
BetterMe: Weight Loss Workouts,HEALTH_AND_FITNESS,4.2,14709,15.0,Free,0.0,Everyone,Health & Fitness,2018-07-26,5.0
EMI Calculator | FD Calculator | RD calculator,FINANCE,4.6,106,4.4,Free,0.0,Everyone,Finance,2018-03-19,3.0
Fish|Hunt FL,LIFESTYLE,3.6,853,34.0,Free,0.0,Everyone,Lifestyle,2018-03-22,4.1
Angry Birds Space HD,GAME,4.5,43645,46.0,Free,0.0,Everyone,Arcade,2018-05-25,4.1
The Simpsons™: Tapped Out,FAMILY,4.3,636995,49.0,Free,0.0,Teen,Casual,2018-07-31,3.0
Tafsiir Quraan MP3 Af Soomaali Quraanka Kariimka,LIFESTYLE,5.0,7,3.4,Free,0.0,Everyone,Lifestyle,2018-06-09,4.0
Mobilight-BM,FINANCE,4.8,6,6.2,Free,0.0,Everyone,Finance,2018-08-03,3.0
AK Blackjack,GAME,4.24,4,7.6,Free,0.0,Teen,Card,2018-07-30,4.1
Cut Out : Background Eraser and background changer,PHOTOGRAPHY,4.1,7118,9.2,Free,0.0,Everyone,Photography,2018-06-29,4.0
ASCP® CG Exam Flashcards 2018,FAMILY,4.18,0,4.1,Free,0.0,Everyone,Education,2017-06-13,4.3
Burger King Foot Lettuce,FAMILY,4.4,150,5.9,Free,0.0,Everyone,Entertainment,2018-06-11,4.0
BK Murli Dictionary (H to E),FAMILY,4.6,106,3.9,Free,0.0,Everyone,Education,2016-11-19,2.2
Remix Second Hand,SHOPPING,4.2,867,7.5,Free,0.0,Everyone,Shopping,2018-08-02,4.4
Foods Co,SHOPPING,4.3,199,25.0,Free,0.0,Everyone,Shopping,2018-08-02,5.0
Hair Salon - Fun Games,FAMILY,3.8,484226,27.0,Free,0.0,Teen,Casual,2018-06-15,4.0
FN,BUSINESS,5.0,14,3.3,Free,0.0,Everyone,Business,2018-02-01,4.0
Ao Oni2,GAME,4.1,21223,48.0,Free,0.0,Teen,Adventure,2018-04-20,4.1
FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,126338,9.6,Free,0.0,Everyone,Photography,2017-03-15,4.0
D Day World War II Commando Survival Shooting,GAME,4.2,951,64.0,Free,0.0,Teen,Action,2018-05-25,4.1
Masha and the Bear- House Cleaning Games for Girls,FAMILY,4.18,0,74.0,Paid,1.99,Everyone,Educational;Pretend Play,2018-01-25,4.1
Dulquer Salmaan HD Wallpapers,PERSONALIZATION,4.33,1,3.9,Free,0.0,Everyone,Personalization,2018-05-22,4.0
CA Speakers Free,LIFESTYLE,4.8,74,2.9,Free,0.0,Teen,Lifestyle,2015-09-30,2.3
FK Vojvodina,SPORTS,4.22,5,26.0,Free,0.0,Everyone,Sports,2018-02-19,4.1
Weather Crave,WEATHER,4.2,133338,44.0,Free,0.0,Everyone,Weather,2018-06-26,4.1
"Cystic Fibrosis Symptoms, Doctors & Treatments",HEALTH_AND_FITNESS,4.7,6,9.7,Free,0.0,Teen,Health & Fitness,2018-04-24,5.0
Toronto Dating,DATING,3.97,0,14.0,Free,0.0,Mature 17+,Dating,2018-07-12,4.1
Do Not Crash,FAMILY,3.7,56664,8.3,Free,0.0,Everyone,Casual,2015-02-05,2.3
"Resume Builder Free, 5 Minute CV Maker & Templates",BUSINESS,4.4,72202,6.7,Free,0.0,Everyone,Business,2018-06-25,3.0
Jewels Star: OZ adventure,GAME,4.5,21892,14.0,Free,0.0,Everyone,Puzzle,2017-12-29,4.0
50 Healthy Slow Cooker Recipes,FOOD_AND_DRINK,4.0,196,9.0,Free,0.0,Everyone 10+,Food & Drink,2017-02-17,2.3
📏 Smart Ruler ↔️ cm/inch measuring for homework!,TOOLS,4.0,19,3.2,Free,0.0,Everyone,Tools,2017-10-21,4.2
Advanced Task Killer,PRODUCTIVITY,4.4,577059,1.5,Free,0.0,Everyone,Productivity,2016-08-07,2.3
DN Reader,NEWS_AND_MAGAZINES,4.6,18,1.8,Free,0.0,Everyone,News & Magazines,2014-03-13,4.0
MARVEL Future Fight,FAMILY,4.6,2354042,72.0,Free,0.0,Everyone 10+,Role Playing,2018-07-03,3.0
HD Movie Video Player,VIDEO_PLAYERS,4.5,18699,4.1,Free,0.0,Everyone,Video Players & Editors,2018-03-27,3.0
Kids Mode,EDUCATION,3.8,2469,11.0,Free,0.0,Everyone,Education,2018-03-23,3.8298220146427666
Restart Navigator,AUTO_AND_VEHICLES,4.0,1403,0.2,Free,0.0,Everyone,Auto & Vehicles,2014-08-26,2.2
Aster DM Healthcare,MEDICAL,2.4,32,8.5,Free,0.0,Everyone,Medical,2017-11-21,3.0
Geometry Dash Lite,GAME,4.5,6181640,58.0,Free,0.0,Everyone,Arcade,2017-12-22,4.0
Rugby AU,SPORTS,2.7,17,14.0,Free,0.0,Everyone,Sports,2017-12-21,4.1
Six Pack in 30 Days - Abs Workout,HEALTH_AND_FITNESS,4.9,272337,13.0,Free,0.0,Everyone,Health & Fitness,2018-06-21,4.2
EY TaxChat,FINANCE,1.2,44,27.0,Free,0.0,Everyone,Finance,2018-04-09,6.0
Nights at Cube Pizzeria 3D – 2,GAME,4.0,47151,36.0,Free,0.0,Everyone 10+,Action,2017-12-26,4.3
Assassin's Creed Identity,GAME,3.7,42529,92.0,Paid,1.99,Teen,Action,2016-11-23,4.1
RETRO Shocked DW-6000,PERSONALIZATION,5.0,13,0.49,Paid,1.49,Everyone,Personalization,2017-04-04,2.3
City Taxi Driver sim 2016: Cab simulator Game-s,FAMILY,4.1,16111,57.0,Free,0.0,Everyone,Simulation,2018-06-12,4.1
Ah! Coins,GAME,3.4,256,9.1,Free,0.0,Everyone,Action,2016-12-08,2.3
Messenger Messenger,SOCIAL,4.3,38826,7.0,Free,0.0,Everyone,Social,2018-08-07,4.1
JustSayHi- Dating App. Chat & Meet Singles Nearby,DATING,4.2,5152,38.0,Free,0.0,Mature 17+,Dating,2018-07-26,4.1
AQ wisdom +,TOOLS,4.04,0,35.0,Free,0.0,Everyone,Tools,2018-03-15,3.0
Free Wi-fi HotspoT,COMMUNICATION,4.1,382,2.3,Free,0.0,Everyone,Communication,2018-07-20,4.0
Fate GO Ap Counter,TOOLS,4.6,70,3.2,Free,0.0,Everyone,Tools,2018-01-19,4.1
Be Stronger,HEALTH_AND_FITNESS,4.8,787,53.0,Paid,1.99,Everyone,Health & Fitness,2018-07-31,3.0
Age of Procreation DX,FAMILY,4.3,1894,40.0,Free,0.0,Mature 17+,Simulation,2016-04-22,2.3
Offroad Cruiser,FAMILY,4.3,42432,36.0,Free,0.0,Everyone,Simulation,2016-07-13,2.3
The Guardian,NEWS_AND_MAGAZINES,4.7,247992,22.0,Free,0.0,Teen,News & Magazines,2018-07-25,4.1
SCS eC,PRODUCTIVITY,4.4,7,17.0,Free,0.0,Everyone,Productivity,2016-10-21,4.1
True Skate,SPORTS,4.4,129409,73.0,Paid,1.99,Everyone,Sports,2018-08-04,3.0
Saiyan Z: Super SSJ Ultimate Combat,GAME,4.4,306,61.0,Free,0.0,Everyone,Adventure,2018-04-18,4.0
CP Brown English-Telugu Dictionary,FAMILY,4.4,8,6.8,Free,0.0,Everyone,Education,2017-11-10,4.0
BL IP-Camera,TOOLS,4.3,15,1.2,Paid,3.99,Everyone,Tools,2014-06-05,2.3
Digital Tourist BH Itinerary,TRAVEL_AND_LOCAL,4.6,19,14.0,Free,0.0,Everyone,Travel & Local,2015-10-13,2.2
Luxury Car Simulator,FAMILY,3.9,35989,46.0,Free,0.0,Everyone,Simulation,2015-08-07,2.3
BG video - floating video - background video,VIDEO_PLAYERS,4.1,64,2.0,Free,0.0,Everyone,Video Players & Editors,2018-05-21,4.0
Johns Hopkins Guides ABX...,MEDICAL,4.7,73,6.3,Free,0.0,Everyone,Medical,2017-12-08,4.1
Mobile Legends: Bang Bang,GAME,4.4,8219586,99.0,Free,0.0,Teen,Action,2018-07-24,3.0
Mummatikabalkuragi,EVENTS,4.9,69,0.33,Free,0.0,Teen,Events,2018-07-22,4.0
ELMO EV Charging,MAPS_AND_NAVIGATION,3.4,14,6.2,Free,0.0,Everyone,Maps & Navigation,2018-01-25,3.0
FK Sileks,SPORTS,4.22,0,26.0,Free,0.0,Everyone,Sports,2018-03-18,4.1
m.ride - your motorcycle app,AUTO_AND_VEHICLES,4.5,189,16.0,Free,0.0,Everyone,Auto & Vehicles,2018-07-03,6.0
Morse Player Free,FAMILY,4.2,268,4.2,Free,0.0,Everyone,Education,2017-01-23,3.0
ES Disk Analyzer - Storage Space,PRODUCTIVITY,4.7,5867,4.4,Free,0.0,Everyone,Productivity,2017-10-31,4.0
Candy Crush Saga,GAME,4.4,22430188,74.0,Free,0.0,Everyone,Casual,2018-07-05,4.1
CB VIDEO VISION,PHOTOGRAPHY,5.0,13,2.6,Free,0.0,Everyone,Photography,2017-09-12,4.1
DR Sebi's Alkaline List,FAMILY,4.0,68,5.5,Free,0.0,Everyone,Education,2017-04-05,2.3
Ambulance Simulator 3D,FAMILY,3.9,29415,66.0,Free,0.0,Mature 17+,Simulation,2016-12-11,2.3
EW MOTION THERAPY,HEALTH_AND_FITNESS,4.24,0,7.1,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.1
Gas Prices (Germany only),AUTO_AND_VEHICLES,4.4,805,5.6,Free,0.0,Everyone,Auto & Vehicles,2018-07-29,4.4
"Star Girl - Fashion, Makeup & Dress Up",FAMILY,4.3,556929,53.0,Free,0.0,Teen,Casual,2018-04-19,3.0
Texas Hold’em Poker + | Social,GAME,3.5,4416,59.0,Free,0.0,Teen,Casino,2017-01-18,3.0
Transformers Rescue Bots: Disaster Dash,FAMILY,4.4,19245,25.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-03-28,4.1
Bu Hangi Youtuber ?,GAME,4.24,31,26.0,Free,0.0,Everyone,Trivia,2017-08-31,3.0
EC Tax,FINANCE,4.9,8,3.1,Free,0.0,Everyone,Finance,2018-02-09,3.0
Bulgarian French Dictionary Fr,BOOKS_AND_REFERENCE,4.6,603,7.4,Free,0.0,Everyone,Books & Reference,2016-06-19,4.1
FP Boss,FINANCE,4.12,1,5.8,Free,0.0,Everyone,Finance,2018-07-27,5.0
OptumRx,MEDICAL,3.4,1838,21.0,Free,0.0,Everyone,Medical,2018-07-02,3.0
Pocket Mortys,FAMILY,4.5,174215,93.0,Free,0.0,Everyone,Simulation,2018-08-03,4.1
Ba dum tss - Rimshot widget,COMICS,4.1,690,0.43,Free,0.0,Everyone,Comics,2015-09-29,2.2
CONTRACT KILLER: ZOMBIES (NR),GAME,4.4,206602,13.0,Free,0.0,Mature 17+,Action,2013-07-01,2.1
BatControl Pro,TOOLS,4.9,83,3.1,Paid,3.99,Everyone,Tools,2018-06-01,5.0
BS Films,FAMILY,4.18,1,24.0,Free,0.0,Everyone,Entertainment,2017-12-12,4.3
NCLEX-RN Q&A FLASH CARDS - FA Davis,MEDICAL,4.17,2,7.6,Free,0.0,Everyone,Medical,2018-07-19,5.0
MyPlate Calorie Tracker,HEALTH_AND_FITNESS,4.6,24094,18.0,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.1
Florida Travel Guide - TOURIAS,TRAVEL_AND_LOCAL,3.8,80,37.0,Free,0.0,Everyone,Travel & Local,2018-07-30,4.0
TNEB Quick Pay Easy,FINANCE,4.5,28,1.4,Free,0.0,Teen,Finance,2018-01-29,3.0
FG On-The-Go,TOOLS,4.9,55,25.0,Free,0.0,Everyone,Tools,2018-06-29,4.1
Alex & Co Quiz,GAME,4.24,9,4.9,Free,0.0,Everyone,Trivia,2018-04-15,4.1
BC Highways - Road Conditions,TRAVEL_AND_LOCAL,4.4,382,12.0,Free,0.0,Everyone,Travel & Local,2018-02-01,5.0
Screen Lock,TOOLS,4.2,68309,2.1,Free,0.0,Everyone,Tools,2017-11-23,4.0
Pet Vet Dr - Animals Hospital,FAMILY,3.7,11748,36.0,Free,0.0,Teen,Casual,2016-10-31,3.0
CF SHOP!,LIFESTYLE,2.8,88,43.0,Free,0.0,Everyone,Lifestyle,2018-06-30,4.4
Chakra Cleansing,LIBRARIES_AND_DEMO,4.6,539,99.0,Free,0.0,Everyone,Libraries & Demo,2018-08-02,3.0
Hero Hunters,GAME,4.4,70747,99.0,Free,0.0,Teen,Action,2018-07-31,4.4
Ag PhD Planting Population Calculator,BOOKS_AND_REFERENCE,4.34,0,5.2,Free,0.0,Everyone,Books & Reference,2017-06-09,3.0
FP Click sound changer,PERSONALIZATION,3.5,178,1.4,Free,0.0,Everyone,Personalization,2015-12-26,1.6
Dy So Exam,FAMILY,3.0,6,3.2,Free,0.0,Everyone,Education,2017-07-03,2.3
HD Themes Toyota Cruiser 100VX,PERSONALIZATION,4.33,2,16.0,Free,0.0,Teen,Personalization,2016-09-30,2.3
Battle Result Predictor for CR,TOOLS,4.2,7063,17.0,Free,0.0,Everyone,Tools,2017-02-04,4.1
Teach Me Anatomy,MEDICAL,4.7,9945,97.0,Free,0.0,Everyone,Medical,2018-07-05,4.1
Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137,63.0,Free,0.0,Everyone 10+,Simulation;Pretend Play,2018-08-06,4.1
Dungeon Quest,FAMILY,4.5,244039,46.0,Free,0.0,Everyone 10+,Role Playing,2018-06-04,4.0
T Uploader,FAMILY,4.1,75,2.2,Free,0.0,Everyone,Education,2017-11-24,4.0
Stickers for Facebook,SOCIAL,4.3,11066,10.0,Free,0.0,Everyone,Social,2018-03-13,4.4
Calorie Counter - EasyFit free,HEALTH_AND_FITNESS,4.7,50294,11.0,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.1
FO BOULANGER,FINANCE,4.12,10,19.0,Free,0.0,Everyone,Finance,2018-05-15,4.4
Kymco AK 550,AUTO_AND_VEHICLES,4.3,47,58.0,Free,0.0,Everyone,Auto & Vehicles,2016-11-11,2.3
350 Diy Room Decor Ideas,ART_AND_DESIGN,4.5,27,17.0,Free,0.0,Everyone,Art & Design,2017-11-07,2.3
Photo Effects Pro,PHOTOGRAPHY,4.4,1494491,21.0,Free,0.0,Everyone,Photography,2017-03-21,3.1
CR Tracker for Chests,TOOLS,5.0,6,4.5,Free,0.0,Everyone,Tools,2018-06-05,4.1
S Launcher for Galaxy TouchWiz,PERSONALIZATION,4.2,11244,2.2,Free,0.0,Everyone,Personalization,2018-06-12,4.1
Ultimate Calculator for CR,PRODUCTIVITY,3.7,7389,41.0,Free,0.0,Everyone,Productivity,2017-03-15,4.0
中国語 AQリスニング,FAMILY,4.18,21,17.0,Free,0.0,Everyone,Education,2016-06-22,4.0
W Box VMS,VIDEO_PLAYERS,1.9,105,9.1,Free,0.0,Everyone,Video Players & Editors,2017-01-09,2.3
WhatsFake Pro (Ad free),SOCIAL,4.2,204,9.4,Paid,0.99,Everyone,Social,2017-09-25,4.1
L!FE Premium Training,HEALTH_AND_FITNESS,4.24,2,10.0,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.1
HD Video Player,VIDEO_PLAYERS,4.3,1551,2.9,Free,0.0,Everyone,Video Players & Editors,2018-07-25,4.1
Barcelona FC Noticias Live,NEWS_AND_MAGAZINES,4.12,2,3.6,Free,0.0,Everyone,News & Magazines,2018-02-04,3.0
Last Shelter: Survival,GAME,4.4,93033,98.0,Free,0.0,Teen,Strategy,2018-08-04,3.0
Brandon Lakes AH,MEDICAL,2.6,5,27.0,Free,0.0,Everyone,Medical,2017-05-05,3.0
AZ PLAYER HD,TOOLS,3.2,24,4.7,Free,0.0,Everyone,Tools,2016-04-11,2.2
SmartCircle Remote DS,BUSINESS,4.1,2,1.6,Free,0.0,Everyone,Business,2018-05-22,5.0
AJ Nails Supply,SHOPPING,4.23,1,6.6,Free,0.0,Everyone,Shopping,2016-08-15,2.3
US Open Tennis Championships 2018,SPORTS,4.0,9971,33.0,Free,0.0,Everyone,Sports,2018-06-05,5.0
DP & Status for Whatsapp 2018,PERSONALIZATION,4.1,293,3.4,Free,0.0,Everyone,Personalization,2018-08-03,3.0
Solo Locker (DIY Locker),TOOLS,4.5,474439,7.9,Free,0.0,Everyone,Tools,2018-06-26,4.2
Rope Hero: Vice Town,GAME,4.4,452589,99.0,Free,0.0,Mature 17+,Action,2018-07-01,4.0
Learn C [NEW],FAMILY,4.5,349,11.0,Free,0.0,Everyone,Education,2018-03-16,4.0
Mad Skills Motocross,GAME,4.0,32522,44.0,Free,0.0,Everyone,Racing,2016-01-25,2.0
EY Conferences,BUSINESS,4.1,1,30.0,Free,0.0,Everyone,Business,2018-05-16,5.0
Keller Williams Real Estate,LIFESTYLE,4.4,13213,22.0,Free,0.0,Everyone,Lifestyle,2018-03-28,3.0
Fat Burning Workout - Home Weight lose,HEALTH_AND_FITNESS,4.5,706,9.4,Free,0.0,Everyone,Health & Fitness,2018-07-24,4.1
Pregnancy Week By Week,MEDICAL,4.8,78825,11.0,Free,0.0,Everyone,Medical,2018-08-02,4.1
Restaurantführer Südbaden,TRAVEL_AND_LOCAL,4.1,46,12.0,Free,0.0,Everyone,Travel & Local,2017-01-11,4.0
Pocket U ASW,FAMILY,3.9,93,28.0,Free,0.0,Everyone,Education,2018-07-25,4.2
bz Basellandschaftliche News,NEWS_AND_MAGAZINES,2.8,33,33.0,Free,0.0,Everyone,News & Magazines,2018-06-06,5.0
DK Quiz,GAME,4.4,1628,34.0,Free,0.0,Everyone,Trivia,2014-04-10,2.3
HTC Sense Input - FA,TOOLS,4.6,1420,1.6,Free,0.0,Everyone,Tools,2015-11-09,5.0
EJ Ecuador,LIFESTYLE,4.09,9,6.8,Free,0.0,Teen,Lifestyle,2016-11-22,4.0
3DAnimeGirl DX DreamPortrait KAWAII Girl DressUp,FAMILY,4.2,449,56.0,Free,0.0,Teen,Casual,2018-02-16,4.0
KPS CHAUHAN DY/DX,FAMILY,4.9,37,10.0,Free,0.0,Everyone,Education,2018-07-28,4.1
Unicorn Pokez - Color By Number,COMICS,4.8,516,12.0,Free,0.0,Everyone,Comics;Creativity,2018-08-03,4.4
CR -Call Recorder,TOOLS,4.04,4,3.1,Free,0.0,Everyone,Tools,2017-09-19,4.1
EMT Tutor NREMT-B Study Guide,MEDICAL,4.6,625,8.4,Paid,3.99,Everyone,Medical,2017-01-08,2.1
The Escapists,GAME,4.4,7412,84.0,Paid,4.99,Teen,Strategy,2018-04-26,2.3
AS Guía de las Ligas 2017-2018,SPORTS,4.1,4374,53.0,Free,0.0,Everyone,Sports,2017-09-14,4.1
Rento - Dice Board Game Online,GAME,4.3,205830,63.0,Free,0.0,Everyone,Board,2018-06-20,4.1
myAir™ for Air10™ by ResMed,MEDICAL,3.7,236,18.0,Free,0.0,Everyone,Medical,2018-07-25,5.0
DENVER ACTION CAM 3,PHOTOGRAPHY,2.9,66,8.9,Free,0.0,Everyone,Photography,2016-11-16,2.2
CK FFXIV Companion,FAMILY,4.3,1364,5.2,Free,0.0,Everyone,Entertainment,2018-07-12,2.3
Period Tracker Clue: Period and Ovulation Tracker,HEALTH_AND_FITNESS,4.8,570242,20.0,Free,0.0,Everyone,Health & Fitness,2018-08-02,4.1
Resume Builder / CV Maker & Templates,BUSINESS,4.4,25,7.9,Free,0.0,Everyone,Business,2018-01-19,3.0
B-Grade Renegade,GAME,3.9,24,64.0,Paid,1.99,Teen,Action,2017-10-17,3.2
Who Viewed My FB Profile,FAMILY,3.4,121,6.3,Free,0.0,Everyone,Entertainment,2017-12-26,3.0
AJ-COMICS,FOOD_AND_DRINK,4.17,0,27.0,Free,0.0,Everyone,Food & Drink,2018-07-13,4.4
Plants vs. Zombies FREE,GAME,4.4,4067651,69.0,Free,0.0,Everyone 10+,Strategy,2018-07-06,4.1
Bubble Shooter Genies,GAME,4.5,26985,41.0,Free,0.0,Everyone,Casual,2018-06-04,3.0
Safe Santa Fe,FAMILY,5.0,2,12.0,Free,0.0,Everyone,Education,2016-07-04,4.0
Penn State Health OnDemand,MEDICAL,4.17,0,40.0,Free,0.0,Everyone,Medical,2018-07-24,3.0
BP Service,BUSINESS,4.1,0,26.0,Free,0.0,Everyone,Business,2018-01-17,4.1
Lynda - Online Training Videos,EDUCATION,4.2,8599,17.0,Free,0.0,Everyone,Education,2018-07-11,4.1
BN Mi Banco,BUSINESS,3.0,597,17.0,Free,0.0,Everyone,Business,2018-07-12,5.0
BW Fuhlenbrock,SPORTS,4.22,4,8.2,Free,0.0,Everyone,Sports,2017-09-27,4.1
HD Video Player - Video & MP3 Player | AV Player |,VIDEO_PLAYERS,4.4,22,19.0,Free,0.0,Everyone,Video Players & Editors,2018-03-06,4.0
DSLR camera - Auto Focus and Blur Professional,PHOTOGRAPHY,3.4,30,3.0,Free,0.0,Everyone,Photography,2018-04-18,3.0
Samsung Calculator,TOOLS,4.4,9602,2.5,Free,0.0,Everyone,Tools,2018-07-05,7.0
Fast Download Manager,TOOLS,4.0,18478,1.7,Free,0.0,Everyone,Tools,2018-08-04,2.3
La La-Shop Designer Brands Street,SHOPPING,4.5,5123,14.0,Free,0.0,Everyone,Shopping,2018-07-28,5.0
Arena of Valor: 5v5 Arena Game,GAME,4.4,438911,99.0,Free,0.0,Teen,Action,2018-06-28,3.0
Dating White Girls,DATING,3.97,0,3.6,Free,0.0,Mature 17+,Dating,2018-07-20,4.0
BN Pro RobotoXL-b HD Text,LIBRARIES_AND_DEMO,4.2,86,0.45,Free,0.0,Everyone,Libraries & Demo,2017-02-05,1.6
"Yoriza Pension - travel, lodging, pension, camping, caravan, pool villas accommodation discount",TRAVEL_AND_LOCAL,4.8,17882,86.0,Free,0.0,Everyone,Travel & Local,2018-08-03,5.0
