App,Category,Rating,Reviews,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
E-Book Read - Read Book for free,BOOKS_AND_REFERENCE,4.5,1857,4.9,Free,0.0,Everyone,Books & Reference,2018-08-03,4.4
All-in-One Mahjong 3 FREE,FAMILY,4.5,566,17.0,Free,0.0,Everyone,Board;Brain Games,2018-06-13,4.0
DIRECTV,FAMILY,4.1,235486,63.0,Free,0.0,Teen,Entertainment,2018-06-01,4.1
2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32.0,Free,0.0,Everyone,Communication,2018-08-03,4.0
BaBe + - Indonesian News,NEWS_AND_MAGAZINES,4.3,42624,16.0,Free,0.0,Everyone 10+,News & Magazines,2018-08-01,4.0
Permit Test CO Colorado DMV,FAMILY,4.5,41,11.0,Free,0.0,Everyone,Education,2017-06-15,4.1
Hipmunk Hotels & Flights,TRAVEL_AND_LOCAL,4.3,16734,10.0,Free,0.0,Everyone,Travel & Local,2018-07-31,5.0
Popsicle Launcher for Android P 9.0 launcher,PERSONALIZATION,4.33,0,5.5,Paid,1.49,Everyone,Personalization,2018-07-11,4.2
Trimble Ag Mobile,PRODUCTIVITY,4.1,85,44.0,Free,0.0,Everyone,Productivity,2018-08-02,4.1
TouchPal Purple Butterfly Theme,PERSONALIZATION,4.2,7435,6.9,Free,0.0,Everyone,Personalization,2018-06-28,3.0
iFORA BP,MEDICAL,3.4,18,45.0,Free,0.0,Everyone,Medical,2018-06-05,2.3
Pixel Draw - Number Art Coloring Book,ART_AND_DESIGN,4.3,967,2.8,Free,0.0,Everyone,Art & Design;Creativity,2018-06-20,4.4
EY Staff ENTERTAINER,LIFESTYLE,4.3,218,19.0,Free,0.0,Everyone,Lifestyle,2017-01-16,2.3
CL-Phlebotomist,MEDICAL,4.7,19,7.3,Free,0.0,Everyone,Medical,2018-06-16,4.1
Lovely Cute Pink Kitty Cat Keyboard Theme,PERSONALIZATION,4.3,2267,7.2,Free,0.0,Everyone,Personalization,2018-07-09,3.0
tökr,MEDICAL,4.6,17,14.0,Free,0.0,Everyone,Medical,2018-07-11,4.1
EJ Trívia Game,FAMILY,4.18,1,19.0,Free,0.0,Everyone,Puzzle,2018-07-19,4.1
Kariyer.net,BUSINESS,3.9,45964,16.0,Free,0.0,Everyone,Business,2018-07-18,4.1
Super Hearing Secret Voices Recorder PRO,MEDICAL,5.0,3,23.0,Paid,2.99,Everyone,Medical,2018-04-20,4.1
Earth to Luna! Watch and Play,FAMILY,3.9,10753,84.0,Free,0.0,Everyone,Educational;Education,2018-07-23,4.1
BN Pro LcdD-b HD Text,LIBRARIES_AND_DEMO,3.9,131,0.42,Free,0.0,Everyone,Libraries & Demo,2017-02-05,1.6
Arrhythmias and Dysrhythmias,MEDICAL,4.17,3,24.0,Paid,1.0,Everyone,Medical,2016-01-24,4.2
Kate Mobile for VK,SOCIAL,4.4,540930,5.3,Free,0.0,Teen,Social,2018-07-23,2.2
Color by Number: Pixel Art,FAMILY,4.6,12034,34.0,Free,0.0,Everyone,Entertainment,2018-05-26,4.1
Blogger,SOCIAL,3.7,138026,2.7,Free,0.0,Mature 17+,Social,2016-02-29,2.1
EC Games Datecs,SPORTS,4.22,76,0.32,Free,0.0,Everyone,Sports,2016-02-12,2.1
Anthem Anywhere,MEDICAL,2.7,2657,24.0,Free,0.0,Everyone,Medical,2018-07-27,4.4
Live Camera Viewer ★ World Webcam & IP Cam Streams,TRAVEL_AND_LOCAL,4.0,64164,3.6,Free,0.0,Everyone,Travel & Local,2018-04-07,4.1
Digital Clock AW-7,TOOLS,4.1,484,2.9,Free,0.0,Everyone,Tools,2018-03-06,4.3
Live Talk - Free Text and Video Chat,DATING,4.6,185,5.0,Free,0.0,Mature 17+,Dating,2018-07-16,3.0
most expensive app (H),FAMILY,4.3,6,1.5,Paid,399.99,Everyone,Entertainment,2018-07-16,7.0
MUTV - Manchester United TV,SPORTS,4.4,4549,24.0,Free,0.0,Everyone,Sports,2018-08-01,4.1
BELONG Beating Cancer Together,MEDICAL,4.7,623,20.0,Free,0.0,Teen,Medical,2018-07-29,4.3
Gold Wallpapers,PERSONALIZATION,4.5,43,28.0,Free,0.0,Everyone,Personalization,2018-03-26,4.0
Moonlight GO Weather EX,WEATHER,4.2,11510,3.5,Free,0.0,Everyone,Weather,2014-08-28,2.2
SnpCupid Dating,DATING,3.5,1093,5.8,Free,0.0,Mature 17+,Dating,2017-01-28,4.2
DM Tracker,COMMUNICATION,3.5,11,5.2,Free,0.0,Everyone,Communication,2018-07-26,4.3
El Falı,FAMILY,4.8,36968,16.0,Free,0.0,Everyone,Entertainment,2017-11-03,2.3
EC Designer 2.0,TOOLS,4.04,0,12.0,Free,0.0,Everyone,Tools,2018-07-09,4.0
Day Night Live Wallpaper (All),PERSONALIZATION,4.7,4856,18.0,Paid,2.49,Everyone,Personalization,2018-01-31,4.0
Toppen af Danmark,TRAVEL_AND_LOCAL,4.07,8,6.1,Free,0.0,Everyone,Travel & Local,2018-06-28,4.4
Blur,PHOTOGRAPHY,4.0,9013,2.4,Free,0.0,Everyone,Photography,2018-06-18,4.4
Faustop Sounds,COMICS,4.7,1677,40.0,Free,0.0,Everyone,Comics,2018-05-26,4.1
TETRIS,FAMILY,4.0,199808,57.0,Free,0.0,Everyone,Puzzle,2018-06-14,3.0
Star Wars™: Force Arena,FAMILY,4.4,228130,70.0,Free,0.0,Everyone 10+,Strategy,2018-07-19,4.1
Sketchfab,FAMILY,4.3,906,9.2,Free,0.0,Mature 17+,Entertainment,2018-03-09,4.4
25WPM Amateur ham radio Koch CW Morse code trainer,TOOLS,4.04,0,3.7,Paid,1.49,Everyone,Tools,2018-05-18,2.1
Fossil Q Legacy,LIFESTYLE,2.6,680,60.0,Free,0.0,Everyone,Lifestyle,2017-09-19,4.4
Fruit Ninja®,GAME,4.3,5091448,41.0,Free,0.0,Everyone,Arcade,2018-07-12,4.1
HAWK – Force of an Arcade Shooter. Shoot 'em up,GAME,4.6,190274,46.0,Free,0.0,Everyone,Arcade,2018-07-09,4.1
Ringtones & Wallpapers for Me,PERSONALIZATION,4.2,89342,29.0,Free,0.0,Everyone,Personalization,2018-01-30,4.1
CL 2NE1 Wallpaper KPOP Fans HD,PERSONALIZATION,4.33,7,3.4,Free,0.0,Everyone,Personalization,2018-05-19,4.0
Coloring Book at Five Nights,FAMILY,4.0,532,6.5,Free,0.0,Everyone,Educational,2017-06-06,2.3
CE-STRONG,FAMILY,4.18,0,16.0,Free,0.0,Everyone,Education,2016-06-17,4.0
Prana Breath: Calm & Meditate,HEALTH_AND_FITNESS,4.8,31665,8.4,Free,0.0,Everyone,Health & Fitness,2018-07-19,4.0
AJ AUTO,AUTO_AND_VEHICLES,4.19,0,7.7,Free,0.0,Everyone,Auto & Vehicles,2017-02-27,3.0
CT Brain Interpretation,FAMILY,5.0,3,29.0,Free,0.0,Everyone,Education,2018-07-04,4.0
Al Quran Free - القرآن (Islam),BOOKS_AND_REFERENCE,4.7,1777,23.0,Free,0.0,Everyone,Books & Reference,2015-02-15,2.2
Pixelmania - Color by number & create pixel art,FAMILY,4.4,3588,18.0,Free,0.0,Everyone,Entertainment,2018-02-25,4.3
Recognise Foot,MEDICAL,4.2,9,95.0,Paid,7.49,Everyone,Medical,2017-09-14,4.1
Pixel Oreo/P Dark White AMOLED UI - Icon Pack,PERSONALIZATION,4.8,18,16.0,Paid,1.49,Everyone,Personalization,2018-06-21,3.0
"DataCamp - Learn R, Python & SQL",FAMILY,4.4,944,12.0,Free,0.0,Everyone,Education,2018-08-01,4.1
500 AP World History Questions,FAMILY,4.7,7,1.2,Paid,9.99,Everyone,Education,2013-11-01,1.6
App for Craigslist Pro - Buy & Sell Postings,LIFESTYLE,4.3,707,5.0,Free,0.0,Everyone,Lifestyle,2018-05-09,4.1
SportsManias Fantasy Team News,SPORTS,3.5,4057,26.0,Free,0.0,Everyone,Sports,2018-05-10,3.0
Galaxian(FC),GAME,4.5,2,7.8,Paid,1.99,Everyone,Arcade,2015-11-13,2.3
Card Creator for CR,TOOLS,4.4,117850,17.0,Free,0.0,Everyone,Tools,2018-05-19,4.1
Asphalt 8: Airborne,GAME,4.5,8389714,92.0,Free,0.0,Teen,Racing,2018-07-04,3.0
EVENTOS DF,EVENTS,4.44,0,4.5,Free,0.0,Everyone,Events,2017-12-01,4.1
Cluster CF,SPORTS,4.22,10,3.2,Free,0.0,Everyone,Sports,2018-07-15,4.1
Pregnancy Tracker,HEALTH_AND_FITNESS,4.1,2681,6.5,Free,0.0,Everyone,Health & Fitness,2018-02-10,3.0
ChatBot AI Talking Girl,FAMILY,3.8,3597,25.0,Free,0.0,Everyone 10+,Entertainment,2018-07-31,3.0
Funny Alarm Clock Ringtones,PERSONALIZATION,4.5,15633,14.0,Free,0.0,Everyone,Personalization,2017-03-09,3.0
OkCupid Dating,DATING,4.1,285838,15.0,Free,0.0,Mature 17+,Dating,2018-07-30,4.1
autolina.ch has over 120'000 cars on offer.,AUTO_AND_VEHICLES,4.2,25,6.5,Free,0.0,Everyone,Auto & Vehicles,2017-08-02,4.2
"Messenger L SMS, MMS",PERSONALIZATION,4.0,6263,20.0,Free,0.0,Everyone,Personalization,2018-07-12,2.3
Kids Balloon Pop Game Free 🎈,FAMILY,4.1,38021,19.0,Free,0.0,Everyone,Casual;Music & Video,2018-07-06,3.0
Heirs & Graces,GAME,4.3,125,70.0,Free,0.0,Teen,Adventure,2016-07-01,2.3
Funny videos for whatsapp,VIDEO_PLAYERS,4.4,3066,9.0,Free,0.0,Everyone,Video Players & Editors,2017-12-17,3.0
Speed Camera Radar,MAPS_AND_NAVIGATION,4.1,54034,5.8,Free,0.0,Teen,Maps & Navigation,2018-05-30,4.0
DP Photo Editor,PHOTOGRAPHY,4.1,88,7.7,Free,0.0,Everyone,Photography,2017-09-29,4.1
Baby puzzles,FAMILY,4.3,11950,19.0,Free,0.0,Everyone,Educational;Education,2018-07-12,3.0
Call of Duty®: Heroes,GAME,4.4,1604146,57.0,Free,0.0,Teen,Action,2018-06-27,4.1
"Home workouts - fat burning, abs, legs, arms,chest",HEALTH_AND_FITNESS,4.3,4848,13.0,Free,0.0,Everyone,Health & Fitness,2018-07-18,4.1
IHG®: Hotel Deals & Rewards,TRAVEL_AND_LOCAL,4.3,18622,44.0,Free,0.0,Everyone,Travel & Local,2018-08-03,4.4
SDA Sabbath School Quarterly,BOOKS_AND_REFERENCE,4.7,14773,6.4,Free,0.0,Everyone,Books & Reference,2017-10-09,3.0
BEST CAR SOUNDS,AUTO_AND_VEHICLES,4.3,348,38.0,Free,0.0,Everyone,Auto & Vehicles,2018-07-29,2.3
Ad Blocker Turbo - Adblocker Browser,COMMUNICATION,3.9,107,44.0,Free,0.0,Everyone,Communication,2018-01-29,4.1
Opera News - Trending news and videos,NEWS_AND_MAGAZINES,4.5,51684,8.5,Free,0.0,Teen,News & Magazines,2018-07-31,3.8298220146427666
Fossil Q,LIFESTYLE,2.9,6627,18.0,Free,0.0,Everyone,Lifestyle,2018-08-01,4.4
Sat-Fi Voice,COMMUNICATION,3.4,37,14.0,Free,0.0,Everyone,Communication,2014-11-21,2.2
Easy Healthy Recipes,FOOD_AND_DRINK,4.1,278,7.2,Free,0.0,Everyone,Food & Drink,2018-07-20,4.0
"WalletHub - Free Credit Score, Report & Monitoring",FINANCE,4.7,1311,9.3,Free,0.0,Everyone,Finance,2018-06-19,4.4
BZ Reminder PRO,BUSINESS,4.8,726,5.4,Paid,3.99,Everyone,Business,2017-12-20,4.1
FINAL FANTASY DIMENSIONS,FAMILY,4.3,8450,1.1,Paid,13.99,Everyone,Role Playing,2017-03-15,2.3
Find a Way: Addictive Puzzle,FAMILY,4.8,39480,14.0,Free,0.0,Everyone,Puzzle,2017-06-16,4.1
Plan B,MAPS_AND_NAVIGATION,3.3,19,6.0,Free,0.0,Everyone,Maps & Navigation,2017-07-12,4.3
Rejoin Your Ex,SOCIAL,4.25,0,29.0,Free,0.0,Everyone,Social,2015-05-26,2.3
FINAL FANTASY V,FAMILY,4.5,15924,4.2,Paid,7.99,Teen,Role Playing,2017-03-15,4.0
Redbox,ENTERTAINMENT,4.1,115033,30.0,Free,0.0,Everyone,Entertainment,2018-07-02,5.0
Build a Bridge!,FAMILY,4.6,263454,74.0,Free,0.0,Everyone,Puzzle,2018-08-02,4.1
Van Nien 2018 - Lich Van su & Lich Am,LIFESTYLE,4.4,3829,23.0,Free,0.0,Everyone,Lifestyle,2018-06-01,4.1
E-Z App™ Train Control,TOOLS,4.3,33,46.0,Free,0.0,Everyone,Tools,2016-12-06,4.3
"Grow Stone Online : 2d pixel RPG, MMORPG game",FAMILY,4.7,84389,48.0,Free,0.0,Everyone,Role Playing,2018-08-05,3.0
Super Hearing Super Ear Amplifier,MEDICAL,4.1,21,20.0,Free,0.0,Everyone,Medical,2018-06-11,4.1
BP-Tech,FAMILY,3.2,12,13.0,Free,0.0,Everyone,Casual,2018-02-03,4.0
DR CONTROL,FAMILY,3.4,267,1.5,Free,0.0,Everyone,Entertainment,2017-03-08,3.0
CZ-70 (CZ-50) pistol explained,BOOKS_AND_REFERENCE,4.34,2,17.0,Paid,5.99,Everyone,Books & Reference,2016-11-02,1.6
WFLA News Channel 8 - Tampa FL,NEWS_AND_MAGAZINES,3.8,133,14.0,Free,0.0,Everyone,News & Magazines,2018-07-18,5.0
Smart TV Remote,TOOLS,3.5,81747,9.1,Free,0.0,Everyone,Tools,2018-05-26,4.1
Google I/O 2018,BOOKS_AND_REFERENCE,4.3,22401,4.6,Free,0.0,Everyone,Books & Reference,2018-05-07,5.0
FD e-paper,NEWS_AND_MAGAZINES,3.1,183,7.1,Free,0.0,Everyone,News & Magazines,2018-07-04,4.1
Tattoo Name On My Photo Editor,ART_AND_DESIGN,4.2,44829,20.0,Free,0.0,Teen,Art & Design,2018-04-02,4.1
DG - Digital Coupons - Free Coupon and Discount,SHOPPING,3.6,38,1.1,Free,0.0,Everyone,Shopping,2018-07-01,4.0
Learn To Draw Glow Princess,FAMILY,4.5,3323,9.6,Free,0.0,Everyone,Casual;Pretend Play,2017-07-14,3.0
EZ Pass,TOOLS,2.5,15,0.22,Free,0.0,Everyone,Tools,2016-09-10,2.3
CF cal,TOOLS,4.3,123,2.9,Free,0.0,Everyone,Tools,2016-02-09,4.0
Real time Weather Forecast,WEATHER,4.4,4184,10.0,Free,0.0,Everyone,Weather,2018-03-26,5.0
Entel,LIFESTYLE,3.2,16168,55.0,Free,0.0,Everyone,Lifestyle,2018-07-26,3.0
Get Over Your Ex,DATING,4.1,10,11.0,Free,0.0,Everyone,Dating,2017-04-12,3.0
Al Quran (Tafsir & by Word),BOOKS_AND_REFERENCE,4.8,57400,14.0,Free,0.0,Everyone,Books & Reference,2018-07-30,4.0
GollerCepte 1903,SPORTS,4.7,25172,30.0,Free,0.0,Everyone,Sports,2018-05-23,4.1
TeamWard – live help for LoL,FAMILY,4.8,3136,2.7,Free,0.0,Everyone,Entertainment,2018-06-27,3.0
AF Nutrition - Integratori,HEALTH_AND_FITNESS,4.24,6,19.0,Free,0.0,Everyone,Health & Fitness,2018-08-02,4.1
Jodel - The Hyperlocal App,SOCIAL,4.5,76480,20.0,Free,0.0,Mature 17+,Social,2018-08-06,5.0
BSC IT,FAMILY,4.4,847,21.0,Free,0.0,Everyone,Education,2018-07-16,3.0
File Manager by Xiaomi: release file storage space,TOOLS,4.8,337532,15.0,Free,0.0,Everyone,Tools,2018-07-11,4.4
FanDuel: Daily Fantasy Sports,SPORTS,4.6,29673,57.0,Free,0.0,Mature 17+,Sports,2018-08-06,5.0
Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,8.5,Free,0.0,Everyone,Tools,2018-07-18,5.0
Video Downloader For FB: Save FB Videos 2018,TOOLS,4.3,434,3.6,Free,0.0,Everyone,Tools,2018-08-08,3.0
AP Statistics Prep: Practice Tests and Flashcards,FAMILY,4.2,19,5.4,Free,0.0,Everyone,Education,2018-07-03,4.1
Knights N Squires,FAMILY,4.4,148826,49.0,Free,0.0,Teen,Role Playing,2018-06-19,3.0
Barbie Magical Fashion,FAMILY,4.0,328619,15.0,Free,0.0,Everyone,Casual;Creativity,2017-10-06,4.1
4Eternity EO,BUSINESS,4.1,0,2.0,Free,0.0,Everyone,Business,2018-01-17,4.1
HD Camera Ultra,PHOTOGRAPHY,4.3,462152,1.5,Free,0.0,Everyone,Photography,2015-10-17,3.8298220146427666
ES File Explorer File Manager,PRODUCTIVITY,4.6,5383985,16.0,Free,0.0,Everyone,Productivity,2018-08-03,4.0
"KAYAK Flights, Hotels & Cars",TRAVEL_AND_LOCAL,4.5,216388,19.0,Free,0.0,Everyone,Travel & Local,2018-07-31,3.8298220146427666
DN Managed Mobility App,BUSINESS,4.1,0,3.4,Free,0.0,Everyone,Business,2018-07-13,5.0
FREE Stock Market Trading Tips,FINANCE,3.9,714,3.6,Free,0.0,Everyone,Finance,2017-06-07,2.3
Fr. Daoud Lamei,FAMILY,5.0,22,8.6,Free,0.0,Teen,Education,2018-06-27,4.1
FunnyPixels - Color by number Sandbox,FAMILY,4.6,1977,3.8,Free,0.0,Everyone,Entertainment,2018-02-21,3.0
B. R. Ambedkar Jayanti SMS,PERSONALIZATION,4.33,0,3.0,Free,0.0,Everyone,Personalization,2018-03-19,3.0
Glanceable Ap Watch Face,PERSONALIZATION,4.33,0,11.0,Paid,0.99,Everyone,Personalization,2016-08-14,4.4
Bita and the Animals - Pelos Ares,FAMILY,4.4,1160,37.0,Free,0.0,Everyone,Education;Music & Video,2013-05-22,2.2
DH Karaoke,FAMILY,4.18,8,10.0,Free,0.0,Everyone,Entertainment,2017-10-23,4.1
M-Sight Pro,VIDEO_PLAYERS,3.3,30,15.0,Free,0.0,Everyone,Video Players & Editors,2018-07-25,4.0
AJ Reminders,MAPS_AND_NAVIGATION,4.04,0,3.2,Free,0.0,Everyone,Maps & Navigation,2018-01-27,4.2
98point6,MEDICAL,4.6,47,21.0,Free,0.0,Everyone,Medical,2018-08-02,5.0
Discovery K!ds Play!,FAMILY,4.1,19388,35.0,Free,0.0,Everyone,Entertainment;Music & Video,2018-05-03,3.0
Rope Superhero Unlimited,GAME,4.4,6735,26.0,Free,0.0,Mature 17+,Action,2017-05-10,2.3
"Horn, free country requirements",SHOPPING,4.5,37186,7.9,Free,0.0,Everyone,Shopping,2018-06-30,4.0
"TN Patta, Chitta, EC",TOOLS,4.1,633,3.8,Free,0.0,Everyone,Tools,2016-10-21,2.3
I'm Rich - Trump Edition,LIFESTYLE,3.6,275,7.3,Paid,400.0,Everyone,Lifestyle,2018-05-03,4.1
IKORO FH App Rosenheim,FAMILY,4.18,22,29.0,Free,0.0,Everyone,Education,2018-02-06,2.3
General culture,LIBRARIES_AND_DEMO,4.18,26,10.0,Free,0.0,Everyone,Libraries & Demo,2018-02-20,4.0
Hands 'n Guns Simulator,FAMILY,3.9,19727,76.0,Free,0.0,Teen,Simulation,2018-07-03,4.1
Meet – Talk to Strangers Using Random Video Chat,SOCIAL,4.6,60562,15.0,Free,0.0,Mature 17+,Social,2018-08-06,4.3
BK Manager,NEWS_AND_MAGAZINES,4.12,19,17.0,Free,0.0,Everyone,News & Magazines,2017-12-19,4.4
H Band 2.0,HEALTH_AND_FITNESS,2.9,4031,8.9,Free,0.0,Everyone,Health & Fitness,2018-06-15,4.4
easyJet: Travel App,TRAVEL_AND_LOCAL,4.4,134895,50.0,Free,0.0,Everyone,Travel & Local,2018-07-01,4.2
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10.0,Free,0.0,Teen,Comics,2018-03-05,3.0
Motorola Spotlight Player™,ENTERTAINMENT,4.6,22508,3.3,Free,0.0,Everyone,Entertainment,2015-07-16,4.2
Homework Planner,EDUCATION,4.0,2525,1.2,Free,0.0,Everyone,Education,2015-01-11,4.0
El Laberinto del Demonio 3D,FAMILY,4.0,20421,31.0,Free,0.0,Teen,Puzzle,2015-08-20,2.3
Summer Camp Island AR,FAMILY,3.6,740,71.0,Free,0.0,Everyone,Simulation,2018-07-05,4.4
ES Summer Chill Theme for Free,TOOLS,4.3,940,0.38,Free,0.0,Everyone,Tools,2017-08-24,4.0
EG Player,FAMILY,4.18,1,13.0,Free,0.0,Everyone,Entertainment,2017-12-20,4.0
Justice League Action Run,GAME,4.3,22333,9.7,Free,0.0,Everyone 10+,Action,2018-08-07,4.3
Blur Image Background,PHOTOGRAPHY,3.9,129272,11.0,Free,0.0,Everyone,Photography,2018-07-30,4.1
Cook Baked Lasagna,FAMILY,4.2,56259,23.0,Free,0.0,Everyone,Casual,2018-03-14,4.0
Imperium CF,SPORTS,4.22,9,3.5,Free,0.0,Everyone,Sports,2017-03-22,3.0
Lost Journey (Dreamsky),GAME,4.5,32344,29.0,Paid,0.99,Everyone,Adventure,2016-10-21,3.0
Ac remote control,TOOLS,3.7,822,5.0,Free,0.0,Everyone,Tools,2017-02-27,2.3
Placement Tips for BE (CE/IT),FAMILY,4.4,7,6.3,Free,0.0,Everyone,Education,2016-06-24,4.0
Trine 2: Complete Story,GAME,3.8,252,11.0,Paid,16.99,Teen,Action,2015-02-27,5.0
AC Remote for O General - NOW FREE,TOOLS,3.7,274,26.0,Free,0.0,Everyone,Tools,2018-07-30,4.2
MYTO CZ,MAPS_AND_NAVIGATION,2.9,30,4.8,Free,0.0,Everyone,Maps & Navigation,2016-02-17,4.1
DV-2019 UK/British,FAMILY,4.6,166,4.2,Free,0.0,Everyone,Entertainment,2018-03-11,4.0
"뽕티비 - 개인방송, 인터넷방송, BJ방송",VIDEO_PLAYERS,4.04,414,59.0,Free,0.0,Mature 17+,Video Players & Editors,2018-07-18,3.0
WomanLog Calendar,HEALTH_AND_FITNESS,4.5,121838,15.0,Free,0.0,Everyone,Health & Fitness,2018-05-23,3.0
Rope'n'Fly 3 - Dusk Till Dawn,GAME,4.0,166033,23.0,Free,0.0,Everyone 10+,Arcade,2018-01-31,2.3
Dr. Unblock,FAMILY,3.9,3847,4.3,Free,0.0,Everyone,Puzzle,2018-01-03,4.1
Equestria Girl Snapchat Addict,FAMILY,4.18,20,31.0,Free,0.0,Everyone,Educational,2018-04-19,4.0
Mu.F.O.,GAME,5.0,2,16.0,Paid,0.99,Everyone,Arcade,2017-03-03,2.3
CBS Sports Fantasy,SPORTS,4.0,43611,27.0,Free,0.0,Everyone,Sports,2018-06-27,5.0
iCard BD Plus,SOCIAL,5.0,2,2.4,Free,0.0,Everyone,Social,2016-07-15,2.0
MedM Blood Pressure,MEDICAL,4.0,255,16.0,Free,0.0,Everyone,Medical,2018-05-25,4.2
Web Browser & Explorer,COMMUNICATION,4.0,36901,6.6,Free,0.0,Everyone,Communication,2018-07-04,1.0
Shoot Hunter-Gun Killer,GAME,4.3,320334,27.0,Free,0.0,Teen,Action,2018-08-08,4.1
Rewards,FINANCE,3.8,57,4.0,Free,0.0,Everyone,Finance,2017-12-15,2.3
Family Guy- Another Freakin' Mobile Game,FAMILY,4.5,221691,94.0,Free,0.0,Teen,Puzzle,2018-08-06,3.0
Android-P Mono Grey EMUI 8/5 Theme,PERSONALIZATION,4.5,61,7.5,Free,0.0,Everyone,Personalization,2018-04-04,4.4
Download Blazer,TOOLS,3.9,34612,2.4,Free,0.0,Everyone,Tools,2018-06-12,4.1
Agent HQ for The Division,FAMILY,4.1,1060,2.5,Free,0.0,Everyone,Entertainment,2018-02-17,3.0
Display Phone Screen On TV,TOOLS,3.6,9895,2.7,Free,0.0,Everyone,Tools,2017-02-03,4.2
Credit Sesame,FINANCE,4.3,25166,11.0,Free,0.0,Everyone,Finance,2018-07-25,4.1
Jabong Online Shopping App,SHOPPING,4.1,367290,11.0,Free,0.0,Everyone,Shopping,2018-07-20,3.0
Angry Birds 2,GAME,4.6,3883589,57.0,Free,0.0,Everyone,Casual,2018-07-26,4.1
Art Drawing Ideas,ART_AND_DESIGN,4.1,227,5.2,Free,0.0,Everyone,Art & Design,2018-05-31,2.3
POCKET BOOK CT ABDOMEN,MEDICAL,4.17,0,11.0,Free,0.0,Everyone,Medical,2018-03-16,4.1
AP ENPS Mobile,PRODUCTIVITY,4.1,22,0.53,Free,0.0,Everyone,Productivity,2016-03-08,4.4
Authy 2-Factor Authentication,TOOLS,4.3,15070,6.3,Free,0.0,Everyone,Tools,2018-07-30,3.0
Hambo,GAME,4.4,125578,17.0,Free,0.0,Everyone,Action,2015-07-06,2.1
Family convenience store FamilyMart,LIFESTYLE,3.3,9663,19.0,Free,0.0,Everyone,Lifestyle,2018-07-16,4.4
Drag'n'Boom,GAME,4.8,133180,54.0,Free,0.0,Everyone 10+,Arcade,2018-01-12,4.4
Hunting Safari 3D,SPORTS,4.2,36183,20.0,Free,0.0,Teen,Sports,2018-01-20,2.1
San Andreas Crime Stories,GAME,4.0,162530,97.0,Free,0.0,Mature 17+,Racing,2018-07-02,4.1
PINKFONG Baby Shark,EDUCATION,4.5,10852,18.0,Free,0.0,Everyone,Education,2017-11-28,4.1
Adivina el cantante de Trap y Reggaeton,GAME,4.5,1914,24.0,Free,0.0,Everyone,Trivia,2018-06-29,3.0
Amazon Drive,PRODUCTIVITY,4.4,18669,4.1,Free,0.0,Everyone,Productivity,2018-01-08,4.2
Zoho Reports - Mobile BI,BUSINESS,4.7,45,12.0,Free,0.0,Everyone,Business,2018-05-23,4.1
Gaydorado,FAMILY,3.9,8419,47.0,Free,0.0,Teen,Role Playing,2018-08-01,3.0
SDV Cam,TOOLS,3.2,67,65.0,Free,0.0,Everyone,Tools,2017-06-02,3.0
BN Pro BlueICS-b HD Text,LIBRARIES_AND_DEMO,4.2,78,0.79,Free,0.0,Everyone,Libraries & Demo,2017-02-05,1.6
CP-Care Mobile,FAMILY,4.18,1,16.0,Free,0.0,Everyone,Education,2018-06-20,4.0
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13.0,Free,0.0,Teen,News & Magazines,2018-07-30,4.4
Age of AI: War Strategy,FAMILY,4.6,71,5.7,Paid,2.49,Everyone,Strategy,2018-03-14,4.0
EY Team Connect,PRODUCTIVITY,4.18,0,38.0,Free,0.0,Everyone,Productivity,2018-06-08,5.0
VetCode,MEDICAL,4.9,28,5.7,Free,0.0,Everyone,Medical,2018-07-07,4.4
My Vodafone (GR),COMMUNICATION,3.8,12667,34.0,Free,0.0,Everyone,Communication,2018-08-01,4.3
DP Battle,FAMILY,4.5,132,2.5,Free,0.0,Everyone,Entertainment,2017-03-26,3.0
VH1,ENTERTAINMENT,4.1,27424,17.0,Free,0.0,Teen,Entertainment,2018-07-08,4.4
CARDI B WALLPAPERS,PERSONALIZATION,4.1,8,4.5,Free,0.0,Everyone,Personalization,2018-05-21,3.0
Soccer Star 2018 Top Leagues · MLS Soccer Games,SPORTS,4.6,652940,90.0,Free,0.0,Teen,Sports,2018-07-05,4.1
Smart Launcher theme b. gold,PERSONALIZATION,4.1,291,35.0,Paid,1.99,Everyone,Personalization,2016-10-22,2.0
Relaxing Sounds,HEALTH_AND_FITNESS,4.6,4642,40.0,Free,0.0,Everyone,Health & Fitness,2017-03-11,4.1
Step By Step Hairstyles For Women,BEAUTY,4.1,66,2.9,Free,0.0,Everyone,Beauty,2018-04-05,3.0
Diamond Zipper Lock Screen,PERSONALIZATION,4.3,71688,12.0,Free,0.0,Everyone,Personalization,2018-06-11,4.1
Stocard - Rewards Cards Wallet,SHOPPING,4.6,284725,20.0,Free,0.0,Everyone,Shopping,2018-07-31,4.1
X-ray scanner simulator,FAMILY,2.7,1616,3.0,Free,0.0,Everyone,Casual,2017-01-08,2.1
Cytus,GAME,4.7,541732,20.0,Free,0.0,Everyone,Music,2018-02-09,2.3
